    1-2021 NaN%
    2-2021 -0.88%
    3-2021 -1.2%
    4-2021 -1.18%
    5-2021 1.15%
    6-2021 0.23%
    7-2021 0.64%
2021 -0.51%
    1-2020 NaN%
    2-2020 1.57%
    3-2020 0.6%
    4-2020 -2.21%
    5-2020 2.47%
    6-2020 0.83%
    7-2020 0.73%
    8-2020 1.74%
    9-2020 -0.47%
    10-2020 -0.42%
    11-2020 -0.92%
    12-2020 2.11%
2020 6.12%
    1-2019 NaN%
    2-2019 1.51%
    3-2019 0.02%
    4-2019 1.61%
    5-2019 0.18%
    6-2019 0.83%
    7-2019 1.41%
    8-2019 0.01%
    9-2019 2.09%
    10-2019 -0.56%
    11-2019 0.26%
    12-2019 0.03%
2019 7.58%
    1-2018 NaN%
    2-2018 -0.63%
    3-2018 -1.53%
    4-2018 0.17%
    5-2018 -0.89%
    6-2018 0.44%
    7-2018 -0.28%
    8-2018 0.13%
    9-2018 0.38%
    10-2018 -0.72%
    11-2018 -1.65%
    12-2018 0.44%
2018 -3.6%
    1-2017 NaN%
    2-2017 0.36%
    3-2017 0.7%
    4-2017 -0.17%
    5-2017 0.66%
    6-2017 0.6%
    7-2017 -0.16%
    8-2017 0.42%
    9-2017 0.62%
    10-2017 -0.49%
    11-2017 0.12%
    12-2017 -0.12%
2017 2.94%
    1-2016 NaN%
    2-2016 0.53%
    3-2016 0.33%
    4-2016 1.37%
    5-2016 0.29%
    6-2016 -0.1%
    7-2016 1.47%
    8-2016 0.82%
    9-2016 -0.28%
    10-2016 -0.23%
    11-2016 -1.1%
    12-2016 -2.37%
2016 0.77%
    1-2015 NaN%
    2-2015 1.75%
    3-2015 -0.57%
    4-2015 0%
    5-2015 -0.26%
    6-2015 -0.53%
    7-2015 -1.35%
    8-2015 0.57%
    9-2015 -1.15%
    10-2015 0.12%
    11-2015 0.56%
    12-2015 -0.44%
2015 -2.27%
    1-2014 NaN%
    2-2014 0.82%
    3-2014 0.75%
    4-2014 -0.34%
    5-2014 0.56%
    6-2014 0.96%
    7-2014 0.07%
    8-2014 -0.6%
    9-2014 1.13%
    10-2014 -1.2%
    11-2014 0.82%
    12-2014 0.55%
2014 2.99%
    1-2013 NaN%
    2-2013 -0.35%
    3-2013 0.36%
    4-2013 -0.01%
    5-2013 0.9%
    6-2013 -1.68%
    7-2013 -1.96%
    8-2013 0.51%
    9-2013 -0.99%
    10-2013 1.14%
    11-2013 0.9%
    12-2013 -0.33%
2013 -1.97%
    1-2012 NaN%
    2-2012 1.17%
    3-2012 0.22%
    4-2012 -0.69%
    5-2012 0.71%
    6-2012 -0.16%
    7-2012 0.28%
    8-2012 1.13%
    9-2012 0.1%
    10-2012 0.12%
    11-2012 -0.16%
    12-2012 0.12%
2012 2.16%
    1-2011 NaN%
    2-2011 -0.01%
    3-2011 0.24%
    4-2011 -0.27%
    5-2011 1.33%
    6-2011 0.75%
    7-2011 -0.78%
    8-2011 0.98%
    9-2011 0.38%
    10-2011 -0.41%
    11-2011 1.02%
    12-2011 -0.62%
2011 2.66%
