    1-2021 NaN%
    2-2021 -0.69%
    3-2021 -0.11%
    4-2021 -0.23%
    5-2021 1.91%
    6-2021 0.69%
    7-2021 0.57%
2021 2.9%
    1-2020 NaN%
    2-2020 0.64%
    3-2020 -1.62%
    4-2020 -5.85%
    5-2020 4.7%
    6-2020 2.01%
    7-2020 1.32%
    8-2020 2.6%
    9-2020 1.24%
    10-2020 -1.19%
    11-2020 -1.27%
    12-2020 5.03%
2020 8.18%
    1-2019 NaN%
    2-2019 3.34%
    3-2019 0.72%
    4-2019 1.34%
    5-2019 1.06%
    6-2019 -1.05%
    7-2019 2.56%
    8-2019 -0.08%
    9-2019 0.9%
    10-2019 0.07%
    11-2019 0.97%
    12-2019 0.68%
2019 11.8%
    1-2018 NaN%
    2-2018 1.06%
    3-2018 -2.34%
    4-2018 -0.32%
    5-2018 -0.47%
    6-2018 0.41%
    7-2018 -0.63%
    8-2018 0.9%
    9-2018 0.4%
    10-2018 -0.59%
    11-2018 -3.38%
    12-2018 0.77%
2018 -5.98%
    1-2017 NaN%
    2-2017 1.09%
    3-2017 1.21%
    4-2017 0.19%
    5-2017 0.94%
    6-2017 1%
    7-2017 -0.13%
    8-2017 1.05%
    9-2017 0.56%
    10-2017 0.09%
    11-2017 0.66%
    12-2017 0.43%
2017 8.12%
    1-2016 NaN%
    2-2016 -1.18%
    3-2016 -0.1%
    4-2016 3%
    5-2016 0.62%
    6-2016 0.01%
    7-2016 0.73%
    8-2016 1.76%
    9-2016 -0.07%
    10-2016 -0.09%
    11-2016 -1.34%
    12-2016 -1.44%
2016 2.17%
    1-2015 NaN%
    2-2015 0.92%
    3-2015 1.15%
    4-2015 -0.46%
    5-2015 0.61%
    6-2015 -0.34%
    7-2015 -1.8%
    8-2015 0.51%
    9-2015 -2.68%
    10-2015 -1%
    11-2015 2.35%
    12-2015 -0.43%
2015 -2.83%
    1-2014 NaN%
    2-2014 -0.51%
    3-2014 1.96%
    4-2014 -0.28%
    5-2014 0.61%
    6-2014 1.26%
    7-2014 0.42%
    8-2014 -0.92%
    9-2014 1.52%
    10-2014 -2.01%
    11-2014 0.92%
    12-2014 0.67%
2014 2.49%
    1-2013 NaN%
    2-2013 0.96%
    3-2013 0.25%
    4-2013 0.53%
    5-2013 1.39%
    6-2013 -1.34%
    7-2013 -2.37%
    8-2013 1.76%
    9-2013 -1.33%
    10-2013 2.22%
    11-2013 1.72%
    12-2013 0.15%
2013 4.38%
    1-2012 NaN%
    2-2012 2.58%
    3-2012 1.46%
    4-2012 -0.26%
    5-2012 0.16%
    6-2012 -2.55%
    7-2012 1.52%
    8-2012 1.02%
    9-2012 0.8%
    10-2012 0.64%
    11-2012 -0.26%
    12-2012 0.45%
2012 5.54%
    1-2011 NaN%
    2-2011 0.39%
    3-2011 1.05%
    4-2011 -0.25%
    5-2011 2.12%
    6-2011 -0.03%
    7-2011 -1.07%
    8-2011 0.19%
    9-2011 -1.75%
    10-2011 -3.17%
    11-2011 3.73%
    12-2011 -0.9%
2011 -0.69%
