    1-2021 NaN%
    2-2021 -0.91%
    3-2021 -1.43%
    4-2021 -1.39%
    5-2021 0.98%
    6-2021 0.16%
    7-2021 0.63%
2021 -1.25%
    1-2020 NaN%
    2-2020 1.74%
    3-2020 1.06%
    4-2020 -1.5%
    5-2020 1.98%
    6-2020 0.59%
    7-2020 0.62%
    8-2020 1.56%
    9-2020 -0.83%
    10-2020 -0.25%
    11-2020 -0.85%
    12-2020 1.53%
2020 5.64%
    1-2019 NaN%
    2-2019 1.14%
    3-2019 -0.13%
    4-2019 1.66%
    5-2019 -0%
    6-2019 1.21%
    7-2019 1.17%
    8-2019 0%
    9-2019 2.33%
    10-2019 -0.68%
    11-2019 0.13%
    12-2019 -0.12%
2019 6.66%
    1-2018 NaN%
    2-2018 -0.97%
    3-2018 -1.38%
    4-2018 0.27%
    5-2018 -0.97%
    6-2018 0.41%
    7-2018 -0.24%
    8-2018 -0.03%
    9-2018 0.33%
    10-2018 -0.74%
    11-2018 -1.31%
    12-2018 0.36%
2018 -3.2%
    1-2017 NaN%
    2-2017 0.23%
    3-2017 0.59%
    4-2017 -0.23%
    5-2017 0.61%
    6-2017 0.53%
    7-2017 -0.17%
    8-2017 0.3%
    9-2017 0.63%
    10-2017 -0.61%
    11-2017 0.02%
    12-2017 -0.25%
2017 1.94%
    1-2016 NaN%
    2-2016 0.88%
    3-2016 0.4%
    4-2016 1.06%
    5-2016 0.24%
    6-2016 -0.14%
    7-2016 1.61%
    8-2016 0.64%
    9-2016 -0.32%
    10-2016 -0.25%
    11-2016 -1.05%
    12-2016 -2.6%
2016 0.43%
    1-2015 NaN%
    2-2015 1.93%
    3-2015 -0.92%
    4-2015 0.09%
    5-2015 -0.4%
    6-2015 -0.59%
    7-2015 -1.28%
    8-2015 0.56%
    9-2015 -0.85%
    10-2015 0.34%
    11-2015 0.18%
    12-2015 -0.45%
2015 -2.19%
    1-2014 NaN%
    2-2014 1.07%
    3-2014 0.52%
    4-2014 -0.36%
    5-2014 0.56%
    6-2014 0.9%
    7-2014 -0.01%
    8-2014 -0.53%
    9-2014 1.03%
    10-2014 -1.06%
    11-2014 0.78%
    12-2014 0.5%
2014 2.96%
    1-2013 NaN%
    2-2013 -0.62%
    3-2013 0.36%
    4-2013 -0.14%
    5-2013 0.81%
    6-2013 -1.79%
    7-2013 -1.9%
    8-2013 0.26%
    9-2013 -0.92%
    10-2013 0.95%
    11-2013 0.73%
    12-2013 -0.44%
2013 -3.37%
    1-2012 NaN%
    2-2012 0.9%
    3-2012 -0.03%
    4-2012 -0.8%
    5-2012 0.81%
    6-2012 0.28%
    7-2012 0.05%
    8-2012 1.15%
    9-2012 -0.04%
    10-2012 0.02%
    11-2012 -0.13%
    12-2012 0.06%
2012 1.49%
    1-2011 NaN%
    2-2011 -0.1%
    3-2011 0.07%
    4-2011 -0.28%
    5-2011 1.19%
    6-2011 0.89%
    7-2011 -0.71%
    8-2011 1.15%
    9-2011 0.79%
    10-2011 0.11%
    11-2011 0.46%
    12-2011 -0.58%
2011 3.22%
