    1-2021 NaN%
    2-2021 -0.84%
    3-2021 -0.99%
    4-2021 -1.01%
    5-2021 1.28%
    6-2021 0.34%
    7-2021 0.6%
2021 0.11%
    1-2020 NaN%
    2-2020 1.36%
    3-2020 0.17%
    4-2020 -2.96%
    5-2020 2.87%
    6-2020 1.06%
    7-2020 0.86%
    8-2020 1.9%
    9-2020 -0.15%
    10-2020 -0.56%
    11-2020 -0.99%
    12-2020 2.7%
2020 6.45%
    1-2019 NaN%
    2-2019 1.87%
    3-2019 0.15%
    4-2019 1.55%
    5-2019 0.35%
    6-2019 0.46%
    7-2019 1.63%
    8-2019 -0.04%
    9-2019 1.85%
    10-2019 -0.43%
    11-2019 0.42%
    12-2019 0.14%
2019 8.34%
    1-2018 NaN%
    2-2018 -0.29%
    3-2018 -1.7%
    4-2018 0.08%
    5-2018 -0.8%
    6-2018 0.4%
    7-2018 -0.38%
    8-2018 0.28%
    9-2018 0.34%
    10-2018 -0.69%
    11-2018 -2%
    12-2018 0.5%
2018 -4.16%
    1-2017 NaN%
    2-2017 0.52%
    3-2017 0.79%
    4-2017 -0.08%
    5-2017 0.72%
    6-2017 0.7%
    7-2017 -0.16%
    8-2017 0.56%
    9-2017 0.61%
    10-2017 -0.38%
    11-2017 0.23%
    12-2017 -0.03%
2017 4.01%
    1-2016 NaN%
    2-2016 0.19%
    3-2016 0.22%
    4-2016 1.71%
    5-2016 0.37%
    6-2016 -0.1%
    7-2016 1.31%
    8-2016 1.01%
    9-2016 -0.23%
    10-2016 -0.19%
    11-2016 -1.14%
    12-2016 -2.23%
2016 0.98%
    1-2015 NaN%
    2-2015 1.61%
    3-2015 -0.23%
    4-2015 -0.09%
    5-2015 -0.05%
    6-2015 -0.51%
    7-2015 -1.46%
    8-2015 0.54%
    9-2015 -1.47%
    10-2015 -0.11%
    11-2015 0.9%
    12-2015 -0.45%
2015 -2.42%
    1-2014 NaN%
    2-2014 0.54%
    3-2014 1%
    4-2014 -0.33%
    5-2014 0.58%
    6-2014 1.02%
    7-2014 0.13%
    8-2014 -0.66%
    9-2014 1.18%
    10-2014 -1.39%
    11-2014 0.82%
    12-2014 0.55%
2014 2.75%
    1-2013 NaN%
    2-2013 -0.1%
    3-2013 0.32%
    4-2013 0.07%
    5-2013 1.01%
    6-2013 -1.66%
    7-2013 -2.07%
    8-2013 0.75%
    9-2013 -1.05%
    10-2013 1.39%
    11-2013 1.06%
    12-2013 -0.25%
2013 -0.85%
    1-2012 NaN%
    2-2012 1.47%
    3-2012 0.47%
    4-2012 -0.63%
    5-2012 0.59%
    6-2012 -0.68%
    7-2012 0.55%
    8-2012 1.11%
    9-2012 0.24%
    10-2012 0.22%
    11-2012 -0.16%
    12-2012 0.19%
2012 2.84%
    1-2011 NaN%
    2-2011 0.06%
    3-2011 0.4%
    4-2011 -0.27%
    5-2011 1.5%
    6-2011 0.58%
    7-2011 -0.83%
    8-2011 0.83%
    9-2011 -0.06%
    10-2011 -0.99%
    11-2011 1.55%
    12-2011 -0.7%
2011 1.86%
