    1-2021 NaN%
    2-2021 -0.55%
    3-2021 0.77%
    4-2021 0.55%
    5-2021 2.54%
    6-2021 1.03%
    7-2021 0.55%
2021 5.68%
    1-2020 NaN%
    2-2020 -0.08%
    3-2020 -3.41%
    4-2020 -8.74%
    5-2020 6.53%
    6-2020 2.97%
    7-2020 1.77%
    8-2020 3.3%
    9-2020 2.62%
    10-2020 -1.82%
    11-2020 -1.56%
    12-2020 7.36%
2020 9.9%
    1-2019 NaN%
    2-2019 4.81%
    3-2019 1.3%
    4-2019 1.13%
    5-2019 1.77%
    6-2019 -2.57%
    7-2019 3.5%
    8-2019 -0.13%
    9-2019 -0.04%
    10-2019 0.57%
    11-2019 1.52%
    12-2019 1.23%
2019 15.26%
    1-2018 NaN%
    2-2018 2.41%
    3-2018 -2.98%
    4-2018 -0.73%
    5-2018 -0.15%
    6-2018 0.43%
    7-2018 -0.88%
    8-2018 1.53%
    9-2018 0.47%
    10-2018 -0.49%
    11-2018 -4.76%
    12-2018 1.04%
2018 -7.8%
    1-2017 NaN%
    2-2017 1.65%
    3-2017 1.64%
    4-2017 0.46%
    5-2017 1.15%
    6-2017 1.31%
    7-2017 -0.1%
    8-2017 1.54%
    9-2017 0.51%
    10-2017 0.57%
    11-2017 1.09%
    12-2017 0.89%
2017 12.22%
    1-2016 NaN%
    2-2016 -2.56%
    3-2016 -0.42%
    4-2016 4.29%
    5-2016 0.88%
    6-2016 0.13%
    7-2016 0.15%
    8-2016 2.51%
    9-2016 0.1%
    10-2016 0.02%
    11-2016 -1.53%
    12-2016 -0.64%
2016 3.35%
    1-2015 NaN%
    2-2015 0.24%
    3-2015 2.53%
    4-2015 -0.82%
    5-2015 1.27%
    6-2015 -0.17%
    7-2015 -2.14%
    8-2015 0.48%
    9-2015 -3.9%
    10-2015 -1.9%
    11-2015 3.8%
    12-2015 -0.41%
2015 -3.25%
    1-2014 NaN%
    2-2014 -1.56%
    3-2014 2.92%
    4-2014 -0.23%
    5-2014 0.63%
    6-2014 1.5%
    7-2014 0.72%
    8-2014 -1.19%
    9-2014 1.86%
    10-2014 -2.63%
    11-2014 1.02%
    12-2014 0.79%
2014 2.24%
    1-2013 NaN%
    2-2013 2.03%
    3-2013 0.19%
    4-2013 0.98%
    5-2013 1.77%
    6-2013 -1.02%
    7-2013 -2.68%
    8-2013 2.77%
    9-2013 -1.61%
    10-2013 3.06%
    11-2013 2.38%
    12-2013 0.56%
2013 9.62%
    1-2012 NaN%
    2-2012 3.7%
    3-2012 2.46%
    4-2012 0.11%
    5-2012 -0.27%
    6-2012 -4.42%
    7-2012 2.49%
    8-2012 0.93%
    9-2012 1.36%
    10-2012 1.06%
    11-2012 -0.36%
    12-2012 0.71%
2012 8.23%
    1-2011 NaN%
    2-2011 0.71%
    3-2011 1.7%
    4-2011 -0.23%
    5-2011 2.73%
    6-2011 -0.64%
    7-2011 -1.3%
    8-2011 -0.45%
    9-2011 -3.44%
    10-2011 -5.35%
    11-2011 5.92%
    12-2011 -1.11%
2011 -3.24%
