    1-2021 NaN%
    2-2021 -0.5%
    3-2021 1.32%
    4-2021 1.16%
    5-2021 3.16%
    6-2021 0.84%
    7-2021 0.99%
2021 8.03%
    1-2020 NaN%
    2-2020 -0.02%
    3-2020 -4.5%
    4-2020 -9.91%
    5-2020 8.12%
    6-2020 3.51%
    7-2020 1.75%
    8-2020 3.85%
    9-2020 3.69%
    10-2020 -2.32%
    11-2020 -1.69%
    12-2020 8.42%
2020 12.09%
    1-2019 NaN%
    2-2019 5.67%
    3-2019 1.83%
    4-2019 1.09%
    5-2019 2.28%
    6-2019 -3.44%
    7-2019 4.23%
    8-2019 0.28%
    9-2019 -0.47%
    10-2019 0.7%
    11-2019 1.63%
    12-2019 1.85%
2019 18.37%
    1-2018 NaN%
    2-2018 3.05%
    3-2018 -3.12%
    4-2018 -1.12%
    5-2018 -0.04%
    6-2018 1.05%
    7-2018 -0.57%
    8-2018 1.95%
    9-2018 1.24%
    10-2018 -0.45%
    11-2018 -5.33%
    12-2018 1.29%
2018 -7.42%
    1-2017 NaN%
    2-2017 1.68%
    3-2017 2.14%
    4-2017 0.22%
    5-2017 1.11%
    6-2017 1.21%
    7-2017 0.04%
    8-2017 1.59%
    9-2017 0.42%
    10-2017 0.9%
    11-2017 1.33%
    12-2017 1.41%
2017 13.62%
    1-2016 NaN%
    2-2016 -3.25%
    3-2016 -0.29%
    4-2016 4.77%
    5-2016 0.8%
    6-2016 0.54%
    7-2016 0.11%
    8-2016 2.82%
    9-2016 0.13%
    10-2016 -0.08%
    11-2016 -1.69%
    12-2016 0.61%
2016 5.09%
    1-2015 NaN%
    2-2015 -0.48%
    3-2015 3.25%
    4-2015 -0.96%
    5-2015 0.99%
    6-2015 0.22%
    7-2015 -2.11%
    8-2015 0.79%
    9-2015 -4.34%
    10-2015 -2.22%
    11-2015 4.73%
    12-2015 -0.16%
2015 -2.77%
    1-2014 NaN%
    2-2014 -1.87%
    3-2014 3.31%
    4-2014 -0.15%
    5-2014 0.48%
    6-2014 1.65%
    7-2014 1.06%
    8-2014 -1.37%
    9-2014 2.43%
    10-2014 -2.56%
    11-2014 1.46%
    12-2014 1.21%
2014 4.41%
    1-2013 NaN%
    2-2013 2.84%
    3-2013 0.47%
    4-2013 1.58%
    5-2013 1.72%
    6-2013 -0.17%
    7-2013 -2.4%
    8-2013 3.38%
    9-2013 -1.9%
    10-2013 3.02%
    11-2013 2.81%
    12-2013 1.13%
2013 14.72%
    1-2012 NaN%
    2-2012 3.96%
    3-2012 2.84%
    4-2012 0.73%
    5-2012 -0.32%
    6-2012 -4.74%
    7-2012 2.65%
    8-2012 0.97%
    9-2012 1.61%
    10-2012 1.29%
    11-2012 -0.72%
    12-2012 0.69%
2012 9.48%
    1-2011 NaN%
    2-2011 1.07%
    3-2011 2.15%
    4-2011 -0.16%
    5-2011 2.75%
    6-2011 -0.73%
    7-2011 -1.52%
    8-2011 -0.86%
    9-2011 -3.96%
    10-2011 -5.91%
    11-2011 7.2%
    12-2011 -0.88%
2011 -2.41%
