    1-2021 NaN%
    2-2021 -0.53%
    3-2021 1.04%
    4-2021 0.85%
    5-2021 2.84%
    6-2021 0.95%
    7-2021 0.75%
2021 6.82%
    1-2020 NaN%
    2-2020 -0.06%
    3-2020 -3.95%
    4-2020 -9.34%
    5-2020 7.3%
    6-2020 3.24%
    7-2020 1.77%
    8-2020 3.56%
    9-2020 3.14%
    10-2020 -2.07%
    11-2020 -1.62%
    12-2020 7.89%
2020 10.94%
    1-2019 NaN%
    2-2019 5.24%
    3-2019 1.56%
    4-2019 1.11%
    5-2019 2.02%
    6-2019 -3%
    7-2019 3.85%
    8-2019 0.06%
    9-2019 -0.26%
    10-2019 0.64%
    11-2019 1.58%
    12-2019 1.52%
2019 16.76%
    1-2018 NaN%
    2-2018 2.73%
    3-2018 -3.06%
    4-2018 -0.92%
    5-2018 -0.09%
    6-2018 0.71%
    7-2018 -0.74%
    8-2018 1.73%
    9-2018 0.83%
    10-2018 -0.47%
    11-2018 -5.05%
    12-2018 1.16%
2018 -7.66%
    1-2017 NaN%
    2-2017 1.68%
    3-2017 1.88%
    4-2017 0.35%
    5-2017 1.13%
    6-2017 1.27%
    7-2017 -0.04%
    8-2017 1.57%
    9-2017 0.47%
    10-2017 0.73%
    11-2017 1.21%
    12-2017 1.14%
2017 12.95%
    1-2016 NaN%
    2-2016 -2.9%
    3-2016 -0.36%
    4-2016 4.54%
    5-2016 0.84%
    6-2016 0.32%
    7-2016 0.12%
    8-2016 2.67%
    9-2016 0.12%
    10-2016 -0.03%
    11-2016 -1.61%
    12-2016 -0.05%
2016 4.17%
    1-2015 NaN%
    2-2015 -0.11%
    3-2015 2.89%
    4-2015 -0.89%
    5-2015 1.15%
    6-2015 0.02%
    7-2015 -2.13%
    8-2015 0.62%
    9-2015 -4.13%
    10-2015 -2.06%
    11-2015 4.26%
    12-2015 -0.3%
2015 -3.04%
    1-2014 NaN%
    2-2014 -1.73%
    3-2014 3.12%
    4-2014 -0.2%
    5-2014 0.56%
    6-2014 1.57%
    7-2014 0.88%
    8-2014 -1.28%
    9-2014 2.13%
    10-2014 -2.61%
    11-2014 1.22%
    12-2014 0.99%
2014 3.24%
    1-2013 NaN%
    2-2013 2.42%
    3-2013 0.32%
    4-2013 1.27%
    5-2013 1.75%
    6-2013 -0.63%
    7-2013 -2.56%
    8-2013 3.07%
    9-2013 -1.75%
    10-2013 3.06%
    11-2013 2.59%
    12-2013 0.83%
2013 12.07%
    1-2012 NaN%
    2-2012 3.84%
    3-2012 2.65%
    4-2012 0.41%
    5-2012 -0.3%
    6-2012 -4.6%
    7-2012 2.58%
    8-2012 0.95%
    9-2012 1.49%
    10-2012 1.18%
    11-2012 -0.53%
    12-2012 0.71%
2012 8.86%
    1-2011 NaN%
    2-2011 0.88%
    3-2011 1.92%
    4-2011 -0.2%
    5-2011 2.75%
    6-2011 -0.69%
    7-2011 -1.41%
    8-2011 -0.65%
    9-2011 -3.71%
    10-2011 -5.65%
    11-2011 6.55%
    12-2011 -1.01%
2011 -2.91%
