    1-2021 NaN%
    2-2021 -0.53%
    3-2021 1.44%
    4-2021 1.38%
    5-2021 3.47%
    6-2021 0.49%
    7-2021 1.44%
2021 8.98%
    1-2020 NaN%
    2-2020 0.41%
    3-2020 -4.68%
    4-2020 -9.64%
    5-2020 8.8%
    6-2020 3.58%
    7-2020 1.5%
    8-2020 4.05%
    9-2020 4.06%
    10-2020 -2.51%
    11-2020 -1.67%
    12-2020 8.31%
2020 13.42%
    1-2019 NaN%
    2-2019 5.8%
    3-2019 2.07%
    4-2019 1.15%
    5-2019 2.44%
    6-2019 -3.56%
    7-2019 4.48%
    8-2019 0.72%
    9-2019 -0.43%
    10-2019 0.58%
    11-2019 1.46%
    12-2019 2.19%
2019 19.74%
    1-2018 NaN%
    2-2018 3.02%
    3-2018 -2.93%
    4-2018 -1.32%
    5-2018 -0.09%
    6-2018 1.66%
    7-2018 -0.13%
    8-2018 2.06%
    9-2018 1.98%
    10-2018 -0.47%
    11-2018 -5.21%
    12-2018 1.4%
2018 -6.13%
    1-2017 NaN%
    2-2017 1.42%
    3-2017 2.43%
    4-2017 -0.15%
    5-2017 0.95%
    6-2017 0.95%
    7-2017 0.17%
    8-2017 1.38%
    9-2017 0.36%
    10-2017 1.01%
    11-2017 1.36%
    12-2017 1.7%
2017 12.98%
    1-2016 NaN%
    2-2016 -3.25%
    3-2016 -0.01%
    4-2016 4.59%
    5-2016 0.59%
    6-2016 0.91%
    7-2016 0.36%
    8-2016 2.76%
    9-2016 0.08%
    10-2016 -0.23%
    11-2016 -1.76%
    12-2016 1.47%
2016 6.23%
    1-2015 NaN%
    2-2015 -0.87%
    3-2015 3.29%
    4-2015 -0.91%
    5-2015 0.38%
    6-2015 0.53%
    7-2015 -1.9%
    8-2015 1.11%
    9-2015 -4.18%
    10-2015 -2.1%
    11-2015 4.94%
    12-2015 0.08%
2015 -2.1%
    1-2014 NaN%
    2-2014 -1.66%
    3-2014 3.23%
    4-2014 -0.1%
    5-2014 0.32%
    6-2014 1.69%
    7-2014 1.26%
    8-2014 -1.42%
    9-2014 2.84%
    10-2014 -2.17%
    11-2014 1.85%
    12-2014 1.56%
2014 6.71%
    1-2013 NaN%
    2-2013 3.12%
    3-2013 0.8%
    4-2013 1.95%
    5-2013 1.48%
    6-2013 0.52%
    7-2013 -1.97%
    8-2013 3.49%
    9-2013 -2.04%
    10-2013 2.56%
    11-2013 2.91%
    12-2013 1.49%
2013 17.21%
    1-2012 NaN%
    2-2012 3.67%
    3-2012 2.73%
    4-2012 1.17%
    5-2012 -0.17%
    6-2012 -4.11%
    7-2012 2.32%
    8-2012 1.04%
    9-2012 1.58%
    10-2012 1.31%
    11-2012 -1.02%
    12-2012 0.55%
2012 9.37%
    1-2011 NaN%
    2-2011 1.26%
    3-2011 2.26%
    4-2011 -0.11%
    5-2011 2.45%
    6-2011 -0.5%
    7-2011 -1.61%
    8-2011 -0.94%
    9-2011 -3.65%
    10-2011 -5.39%
    11-2011 7.38%
    12-2011 -0.54%
2011 -0.29%
