    1-2021 NaN%
    2-2021 -0.73%
    3-2021 0.04%
    4-2021 0.07%
    5-2021 2.32%
    6-2021 0.21%
    7-2021 1.19%
2021 4.18%
    1-2020 NaN%
    2-2020 1.21%
    3-2020 -1.88%
    4-2020 -5.48%
    5-2020 5.62%
    6-2020 2.11%
    7-2020 0.98%
    8-2020 2.87%
    9-2020 1.74%
    10-2020 -1.44%
    11-2020 -1.25%
    12-2020 4.89%
2020 9.96%
    1-2019 NaN%
    2-2019 3.51%
    3-2019 1.04%
    4-2019 1.43%
    5-2019 1.27%
    6-2019 -1.21%
    7-2019 2.91%
    8-2019 0.5%
    9-2019 0.96%
    10-2019 -0.09%
    11-2019 0.74%
    12-2019 1.15%
2019 13.65%
    1-2018 NaN%
    2-2018 1.02%
    3-2018 -2.1%
    4-2018 -0.58%
    5-2018 -0.55%
    6-2018 1.24%
    7-2018 -0.04%
    8-2018 1.05%
    9-2018 1.4%
    10-2018 -0.61%
    11-2018 -3.22%
    12-2018 0.92%
2018 -4.24%
    1-2017 NaN%
    2-2017 0.74%
    3-2017 1.6%
    4-2017 -0.31%
    5-2017 0.73%
    6-2017 0.66%
    7-2017 0.04%
    8-2017 0.77%
    9-2017 0.48%
    10-2017 0.23%
    11-2017 0.7%
    12-2017 0.82%
2017 7.25%
    1-2016 NaN%
    2-2016 -1.18%
    3-2016 0.29%
    4-2016 2.77%
    5-2016 0.35%
    6-2016 0.5%
    7-2016 1.07%
    8-2016 1.68%
    9-2016 -0.14%
    10-2016 -0.29%
    11-2016 -1.42%
    12-2016 -0.28%
2016 3.71%
    1-2015 NaN%
    2-2015 0.41%
    3-2015 1.2%
    4-2015 -0.4%
    5-2015 -0.21%
    6-2015 0.07%
    7-2015 -1.52%
    8-2015 0.94%
    9-2015 -2.46%
    10-2015 -0.84%
    11-2015 2.63%
    12-2015 -0.11%
2015 -1.92%
    1-2014 NaN%
    2-2014 -0.23%
    3-2014 1.85%
    4-2014 -0.21%
    5-2014 0.39%
    6-2014 1.3%
    7-2014 0.69%
    8-2014 -0.99%
    9-2014 2.07%
    10-2014 -1.49%
    11-2014 1.44%
    12-2014 1.15%
2014 5.59%
    1-2013 NaN%
    2-2013 1.34%
    3-2013 0.68%
    4-2013 1.03%
    5-2013 1.07%
    6-2013 -0.41%
    7-2013 -1.79%
    8-2013 1.91%
    9-2013 -1.53%
    10-2013 1.6%
    11-2013 1.85%
    12-2013 0.64%
2013 7.73%
    1-2012 NaN%
    2-2012 2.19%
    3-2012 1.31%
    4-2012 0.33%
    5-2012 0.38%
    6-2012 -1.71%
    7-2012 1.08%
    8-2012 1.12%
    9-2012 0.76%
    10-2012 0.67%
    11-2012 -0.67%
    12-2012 0.26%
2012 5.4%
    1-2011 NaN%
    2-2011 0.64%
    3-2011 1.21%
    4-2011 -0.17%
    5-2011 1.73%
    6-2011 0.26%
    7-2011 -1.19%
    8-2011 0.07%
    9-2011 -1.33%
    10-2011 -2.47%
    11-2011 3.98%
    12-2011 -0.45%
2011 2.15%
