    1-2021 NaN%
    2-2021 -0.33%
    3-2021 3.19%
    4-2021 3.14%
    5-2021 5.13%
    6-2021 0.44%
    7-2021 2.23%
2021 15.61%
    1-2020 NaN%
    2-2020 -0.08%
    3-2020 -8.16%
    4-2020 -14.19%
    5-2020 13.26%
    6-2020 5.37%
    7-2020 1.83%
    8-2020 5.65%
    9-2020 7.17%
    10-2020 -3.95%
    11-2020 -2.15%
    12-2020 12.2%
2020 18.89%
    1-2019 NaN%
    2-2019 8.6%
    3-2019 3.51%
    4-2019 0.9%
    5-2019 3.98%
    6-2019 -6.43%
    7-2019 6.6%
    8-2019 1.44%
    9-2019 -2.01%
    10-2019 1.24%
    11-2019 2.11%
    12-2019 3.78%
2019 28.35%
    1-2018 NaN%
    2-2018 5.32%
    3-2018 -3.71%
    4-2018 -2.38%
    5-2018 0.38%
    6-2018 2.82%
    7-2018 0.25%
    8-2018 3.35%
    9-2018 3.45%
    10-2018 -0.31%
    11-2018 -7.4%
    12-2018 2.08%
2018 -6.94%
    1-2017 NaN%
    2-2017 1.93%
    3-2017 3.71%
    4-2017 -0.37%
    5-2017 1.05%
    6-2017 1.02%
    7-2017 0.46%
    8-2017 1.87%
    9-2017 0.16%
    10-2017 2.02%
    11-2017 2.17%
    12-2017 3.04%
2017 18.97%
    1-2016 NaN%
    2-2016 -5.65%
    3-2016 -0.04%
    4-2016 6.53%
    5-2016 0.65%
    6-2016 1.77%
    7-2016 -0.19%
    8-2016 3.95%
    9-2016 0.28%
    10-2016 -0.33%
    11-2016 -2.21%
    12-2016 4.45%
2016 10.42%
    1-2015 NaN%
    2-2015 -2.77%
    3-2015 5.76%
    4-2015 -1.47%
    5-2015 0.42%
    6-2015 1.39%
    7-2015 -2.12%
    8-2015 1.65%
    9-2015 -6%
    10-2015 -3.44%
    11-2015 7.86%
    12-2015 0.56%
2015 -1.57%
    1-2014 NaN%
    2-2014 -3.11%
    3-2014 4.75%
    4-2014 0.08%
    5-2014 0.06%
    6-2014 2.17%
    7-2014 2.14%
    8-2014 -1.98%
    9-2014 4.18%
    10-2014 -2.55%
    11-2014 2.74%
    12-2014 2.43%
2014 10.52%
    1-2013 NaN%
    2-2013 5.5%
    3-2013 1.28%
    4-2013 3.44%
    5-2013 1.7%
    6-2013 2.35%
    7-2013 -1.71%
    8-2013 5.46%
    9-2013 -2.8%
    10-2013 3.17%
    11-2013 4.25%
    12-2013 2.88%
2013 30.97%
    1-2012 NaN%
    2-2012 5.08%
    3-2012 4.26%
    4-2012 2.62%
    5-2012 -0.63%
    6-2012 -6.23%
    7-2012 3.42%
    8-2012 1.03%
    9-2012 2.51%
    10-2012 2.08%
    11-2012 -1.76%
    12-2012 0.74%
2012 13.9%
    1-2011 NaN%
    2-2011 2.19%
    3-2011 3.63%
    4-2011 0.03%
    5-2011 2.99%
    6-2011 -1.16%
    7-2011 -2.2%
    8-2011 -2.22%
    9-2011 -6.02%
    10-2011 -8.24%
    11-2011 11.54%
    12-2011 -0.29%
2011 -0.86%
