    1-2021 NaN%
    2-2021 -0.91%
    3-2021 -1.41%
    4-2021 -1.36%
    5-2021 1.01%
    6-2021 0.12%
    7-2021 0.69%
2021 -1.14%
    1-2020 NaN%
    2-2020 1.79%
    3-2020 1.03%
    4-2020 -1.47%
    5-2020 2.06%
    6-2020 0.6%
    7-2020 0.59%
    8-2020 1.58%
    9-2020 -0.79%
    10-2020 -0.27%
    11-2020 -0.84%
    12-2020 1.52%
2020 5.79%
    1-2019 NaN%
    2-2019 1.15%
    3-2019 -0.1%
    4-2019 1.67%
    5-2019 0.01%
    6-2019 1.2%
    7-2019 1.2%
    8-2019 0.06%
    9-2019 2.33%
    10-2019 -0.7%
    11-2019 0.11%
    12-2019 -0.08%
2019 6.82%
    1-2018 NaN%
    2-2018 -0.97%
    3-2018 -1.36%
    4-2018 0.25%
    5-2018 -0.97%
    6-2018 0.48%
    7-2018 -0.19%
    8-2018 -0.02%
    9-2018 0.42%
    10-2018 -0.74%
    11-2018 -1.29%
    12-2018 0.38%
2018 -3.05%
    1-2017 NaN%
    2-2017 0.2%
    3-2017 0.62%
    4-2017 -0.27%
    5-2017 0.59%
    6-2017 0.5%
    7-2017 -0.16%
    8-2017 0.28%
    9-2017 0.63%
    10-2017 -0.6%
    11-2017 0.02%
    12-2017 -0.21%
2017 1.87%
    1-2016 NaN%
    2-2016 0.88%
    3-2016 0.43%
    4-2016 1.04%
    5-2016 0.21%
    6-2016 -0.1%
    7-2016 1.64%
    8-2016 0.63%
    9-2016 -0.33%
    10-2016 -0.27%
    11-2016 -1.05%
    12-2016 -2.5%
2016 0.57%
    1-2015 NaN%
    2-2015 1.89%
    3-2015 -0.91%
    4-2015 0.1%
    5-2015 -0.47%
    6-2015 -0.55%
    7-2015 -1.25%
    8-2015 0.6%
    9-2015 -0.84%
    10-2015 0.36%
    11-2015 0.21%
    12-2015 -0.42%
2015 -2.11%
    1-2014 NaN%
    2-2014 1.1%
    3-2014 0.51%
    4-2014 -0.35%
    5-2014 0.54%
    6-2014 0.9%
    7-2014 0.01%
    8-2014 -0.54%
    9-2014 1.07%
    10-2014 -1.02%
    11-2014 0.83%
    12-2014 0.55%
2014 3.23%
    1-2013 NaN%
    2-2013 -0.59%
    3-2013 0.4%
    4-2013 -0.1%
    5-2013 0.79%
    6-2013 -1.71%
    7-2013 -1.85%
    8-2013 0.27%
    9-2013 -0.94%
    10-2013 0.89%
    11-2013 0.74%
    12-2013 -0.4%
2013 -3.09%
    1-2012 NaN%
    2-2012 0.87%
    3-2012 -0.04%
    4-2012 -0.75%
    5-2012 0.83%
    6-2012 0.35%
    7-2012 0.01%
    8-2012 1.16%
    9-2012 -0.04%
    10-2012 0.02%
    11-2012 -0.16%
    12-2012 0.04%
2012 1.48%
    1-2011 NaN%
    2-2011 -0.08%
    3-2011 0.09%
    4-2011 -0.27%
    5-2011 1.15%
    6-2011 0.91%
    7-2011 -0.72%
    8-2011 1.14%
    9-2011 0.83%
    10-2011 0.17%
    11-2011 0.48%
    12-2011 -0.54%
2011 3.46%
