    1-2021 NaN%
    2-2021 -0.43%
    3-2021 2.15%
    4-2021 2.06%
    5-2021 4.08%
    6-2021 0.58%
    7-2021 1.63%
2021 11.51%
    1-2020 NaN%
    2-2020 0.06%
    3-2020 -6.11%
    4-2020 -11.68%
    5-2020 10.49%
    6-2020 4.33%
    7-2020 1.72%
    8-2020 4.67%
    9-2020 5.27%
    10-2020 -3.06%
    11-2020 -1.88%
    12-2020 10.01%
2020 15.32%
    1-2019 NaN%
    2-2019 6.96%
    3-2019 2.61%
    4-2019 1.02%
    5-2019 3.05%
    6-2019 -4.75%
    7-2019 5.3%
    8-2019 0.88%
    9-2019 -1.12%
    10-2019 0.9%
    11-2019 1.79%
    12-2019 2.76%
2019 22.98%
    1-2018 NaN%
    2-2018 4.02%
    3-2018 -3.33%
    4-2018 -1.71%
    5-2018 0.13%
    6-2018 1.96%
    7-2018 -0.11%
    8-2018 2.58%
    9-2018 2.37%
    10-2018 -0.4%
    11-2018 -6.19%
    12-2018 1.65%
2018 -6.9%
    1-2017 NaN%
    2-2017 1.72%
    3-2017 2.88%
    4-2017 -0.12%
    5-2017 1.05%
    6-2017 1.07%
    7-2017 0.25%
    8-2017 1.66%
    9-2017 0.3%
    10-2017 1.41%
    11-2017 1.7%
    12-2017 2.18%
2017 15.76%
    1-2016 NaN%
    2-2016 -4.28%
    3-2016 -0.12%
    4-2016 5.48%
    5-2016 0.68%
    6-2016 1.16%
    7-2016 0.04%
    8-2016 3.29%
    9-2016 0.18%
    10-2016 -0.23%
    11-2016 -1.93%
    12-2016 2.47%
2016 7.65%
    1-2015 NaN%
    2-2015 -1.56%
    3-2015 4.33%
    4-2015 -1.17%
    5-2015 0.6%
    6-2015 0.8%
    7-2015 -2.06%
    8-2015 1.24%
    9-2015 -5.02%
    10-2015 -2.71%
    11-2015 6.13%
    12-2015 0.21%
2015 -2.09%
    1-2014 NaN%
    2-2014 -2.35%
    3-2014 3.91%
    4-2014 -0.04%
    5-2014 0.26%
    6-2014 1.88%
    7-2014 1.58%
    8-2014 -1.64%
    9-2014 3.28%
    10-2014 -2.46%
    11-2014 2.1%
    12-2014 1.82%
2014 7.58%
    1-2013 NaN%
    2-2013 4.05%
    3-2013 0.9%
    4-2013 2.47%
    5-2013 1.65%
    6-2013 1.07%
    7-2013 -2%
    8-2013 4.3%
    9-2013 -2.32%
    10-2013 2.97%
    11-2013 3.45%
    12-2013 1.97%
2013 22.29%
    1-2012 NaN%
    2-2012 4.37%
    3-2012 3.42%
    4-2012 1.65%
    5-2012 -0.41%
    6-2012 -5.23%
    7-2012 2.9%
    8-2012 1.01%
    9-2012 1.99%
    10-2012 1.63%
    11-2012 -1.24%
    12-2012 0.68%
2012 11.35%
    1-2011 NaN%
    2-2011 1.59%
    3-2011 2.81%
    4-2011 -0.07%
    5-2011 2.78%
    6-2011 -0.86%
    7-2011 -1.83%
    8-2011 -1.46%
    9-2011 -4.77%
    10-2011 -6.78%
    11-2011 9.1%
    12-2011 -0.54%
2011 -1.23%
