    1-2021 NaN%
    2-2021 -0.51%
    3-2021 0.99%
    4-2021 0.75%
    5-2021 2.7%
    6-2021 1.11%
    7-2021 0.54%
2021 6.38%
    1-2020 NaN%
    2-2020 -0.26%
    3-2020 -3.86%
    4-2020 -9.46%
    5-2020 6.99%
    6-2020 3.2%
    7-2020 1.88%
    8-2020 3.47%
    9-2020 2.97%
    10-2020 -1.98%
    11-2020 -1.63%
    12-2020 7.94%
2020 10.33%
    1-2019 NaN%
    2-2019 5.18%
    3-2019 1.45%
    4-2019 1.08%
    5-2019 1.95%
    6-2019 -2.95%
    7-2019 3.73%
    8-2019 -0.14%
    9-2019 -0.28%
    10-2019 0.69%
    11-2019 1.66%
    12-2019 1.36%
2019 16.12%
    1-2018 NaN%
    2-2018 2.75%
    3-2018 -3.14%
    4-2018 -0.83%
    5-2018 -0.07%
    6-2018 0.43%
    7-2018 -0.94%
    8-2018 1.68%
    9-2018 0.49%
    10-2018 -0.46%
    11-2018 -5.11%
    12-2018 1.11%
2018 -8.26%
    1-2017 NaN%
    2-2017 1.8%
    3-2017 1.75%
    4-2017 0.53%
    5-2017 1.2%
    6-2017 1.39%
    7-2017 -0.1%
    8-2017 1.67%
    9-2017 0.5%
    10-2017 0.68%
    11-2017 1.2%
    12-2017 1%
2017 13.24%
    1-2016 NaN%
    2-2016 -2.9%
    3-2016 -0.5%
    4-2016 4.62%
    5-2016 0.94%
    6-2016 0.15%
    7-2016 0%
    8-2016 2.7%
    9-2016 0.14%
    10-2016 0.04%
    11-2016 -1.58%
    12-2016 -0.45%
2016 3.64%
    1-2015 NaN%
    2-2015 0.07%
    3-2015 2.87%
    4-2015 -0.91%
    5-2015 1.43%
    6-2015 -0.12%
    7-2015 -2.23%
    8-2015 0.47%
    9-2015 -4.21%
    10-2015 -2.12%
    11-2015 4.16%
    12-2015 -0.41%
2015 -3.35%
    1-2014 NaN%
    2-2014 -1.83%
    3-2014 3.16%
    4-2014 -0.22%
    5-2014 0.64%
    6-2014 1.56%
    7-2014 0.79%
    8-2014 -1.25%
    9-2014 1.94%
    10-2014 -2.79%
    11-2014 1.04%
    12-2014 0.82%
2014 2.18%
    1-2013 NaN%
    2-2013 2.29%
    3-2013 0.17%
    4-2013 1.1%
    5-2013 1.86%
    6-2013 -0.94%
    7-2013 -2.76%
    8-2013 3.02%
    9-2013 -1.68%
    10-2013 3.27%
    11-2013 2.55%
    12-2013 0.66%
2013 10.92%
    1-2012 NaN%
    2-2012 3.98%
    3-2012 2.7%
    4-2012 0.21%
    5-2012 -0.37%
    6-2012 -4.89%
    7-2012 2.74%
    8-2012 0.91%
    9-2012 1.5%
    10-2012 1.17%
    11-2012 -0.39%
    12-2012 0.77%
2012 8.91%
    1-2011 NaN%
    2-2011 0.8%
    3-2011 1.86%
    4-2011 -0.23%
    5-2011 2.88%
    6-2011 -0.8%
    7-2011 -1.36%
    8-2011 -0.61%
    9-2011 -3.86%
    10-2011 -5.89%
    11-2011 6.47%
    12-2011 -1.16%
2011 -3.88%
