    1-2021 NaN%
    2-2021 -0.29%
    3-2021 3.01%
    4-2021 2.81%
    5-2021 4.67%
    6-2021 0.98%
    7-2021 1.53%
2021 14.15%
    1-2020 NaN%
    2-2020 -0.72%
    3-2020 -7.87%
    4-2020 -14.61%
    5-2020 12.21%
    6-2020 5.27%
    7-2020 2.22%
    8-2020 5.34%
    9-2020 6.6%
    10-2020 -3.67%
    11-2020 -2.17%
    12-2020 12.36%
2020 16.84%
    1-2019 NaN%
    2-2019 8.41%
    3-2019 3.15%
    4-2019 0.8%
    5-2019 3.73%
    6-2019 -6.25%
    7-2019 6.2%
    8-2019 0.77%
    9-2019 -2.08%
    10-2019 1.42%
    11-2019 2.37%
    12-2019 3.25%
2019 26.22%
    1-2018 NaN%
    2-2018 5.37%
    3-2018 -4%
    4-2018 -2.08%
    5-2018 0.46%
    6-2018 1.88%
    7-2018 -0.43%
    8-2018 3.18%
    9-2018 2.32%
    10-2018 -0.29%
    11-2018 -7.59%
    12-2018 1.91%
2018 -8.93%
    1-2017 NaN%
    2-2017 2.33%
    3-2017 3.26%
    4-2017 0.2%
    5-2017 1.28%
    6-2017 1.41%
    7-2017 0.26%
    8-2017 2.18%
    9-2017 0.25%
    10-2017 1.87%
    11-2017 2.13%
    12-2017 2.59%
2017 19.96%
    1-2016 NaN%
    2-2016 -5.65%
    3-2016 -0.48%
    4-2016 6.8%
    5-2016 0.97%
    6-2016 1.21%
    7-2016 -0.58%
    8-2016 4.05%
    9-2016 0.36%
    10-2016 -0.1%
    11-2016 -2.12%
    12-2016 3.13%
2016 8.65%
    1-2015 NaN%
    2-2015 -2.18%
    3-2015 5.71%
    4-2015 -1.54%
    5-2015 1.35%
    6-2015 0.92%
    7-2015 -2.44%
    8-2015 1.16%
    9-2015 -6.26%
    10-2015 -3.62%
    11-2015 7.54%
    12-2015 0.19%
2015 -2.61%
    1-2014 NaN%
    2-2014 -3.43%
    3-2014 4.88%
    4-2014 0%
    5-2014 0.31%
    6-2014 2.12%
    7-2014 1.84%
    8-2014 -1.9%
    9-2014 3.55%
    10-2014 -3.15%
    11-2014 2.14%
    12-2014 1.88%
2014 6.98%
    1-2013 NaN%
    2-2013 5.07%
    3-2013 0.78%
    4-2013 2.87%
    5-2013 2.07%
    6-2013 1.28%
    7-2013 -2.37%
    8-2013 5.29%
    9-2013 -2.57%
    10-2013 3.88%
    11-2013 4.09%
    12-2013 2.32%
2013 27.14%
    1-2012 NaN%
    2-2012 5.53%
    3-2012 4.43%
    4-2012 1.95%
    5-2012 -0.87%
    6-2012 -7.19%
    7-2012 3.92%
    8-2012 0.91%
    9-2012 2.55%
    10-2012 2.05%
    11-2012 -1.29%
    12-2012 0.96%
2012 14.06%
    1-2011 NaN%
    2-2011 1.89%
    3-2011 3.44%
    4-2011 -0.06%
    5-2011 3.44%
    6-2011 -1.5%
    7-2011 -2.06%
    8-2011 -2.09%
    9-2011 -6.5%
    10-2011 -9.04%
    11-2011 11.26%
    12-2011 -0.8%
2011 -4.11%
