    1-2021 NaN%
    2-2021 -0.23%
    3-2021 2.75%
    4-2021 2.31%
    5-2021 3.96%
    6-2021 1.79%
    7-2021 0.49%
2021 11.95%
    1-2020 NaN%
    2-2020 -1.69%
    3-2020 -7.44%
    4-2020 -15.24%
    5-2020 10.64%
    6-2020 5.11%
    7-2020 2.79%
    8-2020 4.86%
    9-2020 5.74%
    10-2020 -3.24%
    11-2020 -2.2%
    12-2020 12.59%
2020 13.78%
    1-2019 NaN%
    2-2019 8.12%
    3-2019 2.6%
    4-2019 0.65%
    5-2019 3.37%
    6-2019 -5.97%
    7-2019 5.61%
    8-2019 -0.23%
    9-2019 -2.18%
    10-2019 1.69%
    11-2019 2.77%
    12-2019 2.45%
2019 23.04%
    1-2018 NaN%
    2-2018 5.45%
    3-2018 -4.42%
    4-2018 -1.63%
    5-2018 0.59%
    6-2018 0.46%
    7-2018 -1.44%
    8-2018 2.93%
    9-2018 0.62%
    10-2018 -0.26%
    11-2018 -7.87%
    12-2018 1.66%
2018 -11.91%
    1-2017 NaN%
    2-2017 2.93%
    3-2017 2.6%
    4-2017 1.07%
    5-2017 1.63%
    6-2017 2%
    7-2017 -0.04%
    8-2017 2.65%
    9-2017 0.39%
    10-2017 1.63%
    11-2017 2.06%
    12-2017 1.92%
2017 21.44%
    1-2016 NaN%
    2-2016 -5.65%
    3-2016 -1.14%
    4-2016 7.2%
    5-2016 1.44%
    6-2016 0.38%
    7-2016 -1.16%
    8-2016 4.19%
    9-2016 0.48%
    10-2016 0.25%
    11-2016 -1.98%
    12-2016 1.14%
2016 6.01%
    1-2015 NaN%
    2-2015 -1.29%
    3-2015 5.62%
    4-2015 -1.64%
    5-2015 2.75%
    6-2015 0.22%
    7-2015 -2.91%
    8-2015 0.42%
    9-2015 -6.64%
    10-2015 -3.91%
    11-2015 7.06%
    12-2015 -0.37%
2015 -4.17%
    1-2014 NaN%
    2-2014 -3.93%
    3-2014 5.07%
    4-2014 -0.12%
    5-2014 0.69%
    6-2014 2.04%
    7-2014 1.38%
    8-2014 -1.78%
    9-2014 2.61%
    10-2014 -4.04%
    11-2014 1.24%
    12-2014 1.07%
2014 1.67%
    1-2013 NaN%
    2-2013 4.43%
    3-2013 0.04%
    4-2013 2.01%
    5-2013 2.62%
    6-2013 -0.31%
    7-2013 -3.37%
    8-2013 5.03%
    9-2013 -2.24%
    10-2013 4.95%
    11-2013 3.87%
    12-2013 1.48%
2013 21.39%
    1-2012 NaN%
    2-2012 6.2%
    3-2012 4.69%
    4-2012 0.95%
    5-2012 -1.23%
    6-2012 -8.64%
    7-2012 4.68%
    8-2012 0.74%
    9-2012 2.62%
    10-2012 2%
    11-2012 -0.58%
    12-2012 1.29%
2012 14.3%
    1-2011 NaN%
    2-2011 1.45%
    3-2011 3.17%
    4-2011 -0.19%
    5-2011 4.11%
    6-2011 -2.02%
    7-2011 -1.84%
    8-2011 -1.9%
    9-2011 -7.23%
    10-2011 -10.25%
    11-2011 10.84%
    12-2011 -1.57%
2011 -8.99%
