    1-2021 NaN%
    2-2021 -0.45%
    3-2021 1.85%
    4-2021 1.71%
    5-2021 3.7%
    6-2021 0.76%
    7-2021 1.31%
2021 10.11%
    1-2020 NaN%
    2-2020 -0.07%
    3-2020 -5.53%
    4-2020 -11.16%
    5-2020 9.53%
    6-2020 4.04%
    7-2020 1.79%
    8-2020 4.35%
    9-2020 4.65%
    10-2020 -2.77%
    11-2020 -1.82%
    12-2020 9.51%
2020 13.92%
    1-2019 NaN%
    2-2019 6.5%
    3-2019 2.29%
    4-2019 1.03%
    5-2019 2.75%
    6-2019 -4.29%
    7-2019 4.88%
    8-2019 0.58%
    9-2019 -0.92%
    10-2019 0.86%
    11-2019 1.78%
    12-2019 2.37%
2019 21.1%
    1-2018 NaN%
    2-2018 3.7%
    3-2018 -3.3%
    4-2018 -1.46%
    5-2018 0.08%
    6-2018 1.5%
    7-2018 -0.37%
    8-2018 2.34%
    9-2018 1.81%
    10-2018 -0.41%
    11-2018 -5.93%
    12-2018 1.5%
2018 -7.39%
    1-2017 NaN%
    2-2017 1.77%
    3-2017 2.57%
    4-2017 0.08%
    5-2017 1.1%
    6-2017 1.18%
    7-2017 0.15%
    8-2017 1.68%
    9-2017 0.35%
    10-2017 1.22%
    11-2017 1.57%
    12-2017 1.85%
2017 15.21%
    1-2016 NaN%
    2-2016 -3.93%
    3-2016 -0.24%
    4-2016 5.29%
    5-2016 0.77%
    6-2016 0.87%
    7-2016 0%
    8-2016 3.15%
    9-2016 0.18%
    10-2016 -0.14%
    11-2016 -1.84%
    12-2016 1.64%
2016 6.51%
    1-2015 NaN%
    2-2015 -1.1%
    3-2015 3.96%
    4-2015 -1.11%
    5-2015 0.88%
    6-2015 0.53%
    7-2015 -2.13%
    8-2015 1.01%
    9-2015 -4.83%
    10-2015 -2.58%
    11-2015 5.61%
    12-2015 0.02%
2015 -2.49%
    1-2014 NaN%
    2-2014 -2.24%
    3-2014 3.73%
    4-2014 -0.09%
    5-2014 0.38%
    6-2014 1.8%
    7-2014 1.36%
    8-2014 -1.54%
    9-2014 2.9%
    10-2014 -2.59%
    11-2014 1.79%
    12-2014 1.53%
2014 5.97%
    1-2013 NaN%
    2-2013 3.58%
    3-2013 0.68%
    4-2013 2.08%
    5-2013 1.73%
    6-2013 0.49%
    7-2013 -2.24%
    8-2013 3.97%
    9-2013 -2.14%
    10-2013 3.1%
    11-2013 3.21%
    12-2013 1.6%
2013 19.16%
    1-2012 NaN%
    2-2012 4.31%
    3-2012 3.25%
    4-2012 1.24%
    5-2012 -0.42%
    6-2012 -5.21%
    7-2012 2.9%
    8-2012 0.98%
    9-2012 1.87%
    10-2012 1.51%
    11-2012 -0.99%
    12-2012 0.72%
2012 10.75%
    1-2011 NaN%
    2-2011 1.37%
    3-2011 2.56%
    4-2011 -0.11%
    5-2011 2.84%
    6-2011 -0.87%
    7-2011 -1.71%
    8-2011 -1.24%
    9-2011 -4.58%
    10-2011 -6.62%
    11-2011 8.42%
    12-2011 -0.74%
2011 -2.14%
