    1-2021 NaN%
    2-2021 -0.32%
    3-2021 2.78%
    4-2021 2.59%
    5-2021 4.47%
    6-2021 0.93%
    7-2021 1.49%
2021 13.34%
    1-2020 NaN%
    2-2020 -0.59%
    3-2020 -7.4%
    4-2020 -13.92%
    5-2020 11.68%
    6-2020 5.02%
    7-2020 2.13%
    8-2020 5.14%
    9-2020 6.21%
    10-2020 -3.49%
    11-2020 -2.1%
    12-2020 11.79%
2020 16.26%
    1-2019 NaN%
    2-2019 8.03%
    3-2019 2.98%
    4-2019 0.85%
    5-2019 3.54%
    6-2019 -5.86%
    7-2019 5.94%
    8-2019 0.73%
    9-2019 -1.84%
    10-2019 1.31%
    11-2019 2.25%
    12-2019 3.07%
2019 25.2%
    1-2018 NaN%
    2-2018 5.04%
    3-2018 -3.86%
    4-2018 -1.96%
    5-2018 0.39%
    6-2018 1.8%
    7-2018 -0.42%
    8-2018 3.02%
    9-2018 2.22%
    10-2018 -0.32%
    11-2018 -7.26%
    12-2018 1.83%
2018 -8.62%
    1-2017 NaN%
    2-2017 2.22%
    3-2017 3.12%
    4-2017 0.18%
    5-2017 1.25%
    6-2017 1.37%
    7-2017 0.24%
    8-2017 2.08%
    9-2017 0.27%
    10-2017 1.74%
    11-2017 2.02%
    12-2017 2.45%
2017 19.01%
    1-2016 NaN%
    2-2016 -5.31%
    3-2016 -0.43%
    4-2016 6.5%
    5-2016 0.93%
    6-2016 1.14%
    7-2016 -0.46%
    8-2016 3.87%
    9-2016 0.32%
    10-2016 -0.11%
    11-2016 -2.06%
    12-2016 2.83%
2016 8.23%
    1-2015 NaN%
    2-2015 -1.96%
    3-2015 5.36%
    4-2015 -1.45%
    5-2015 1.26%
    6-2015 0.84%
    7-2015 -2.38%
    8-2015 1.13%
    9-2015 -5.97%
    10-2015 -3.42%
    11-2015 7.16%
    12-2015 0.15%
2015 -2.58%
    1-2014 NaN%
    2-2014 -3.2%
    3-2014 4.65%
    4-2014 -0.02%
    5-2014 0.33%
    6-2014 2.05%
    7-2014 1.74%
    8-2014 -1.83%
    9-2014 3.42%
    10-2014 -3.03%
    11-2014 2.07%
    12-2014 1.81%
2014 6.78%
    1-2013 NaN%
    2-2013 4.77%
    3-2013 0.76%
    4-2013 2.71%
    5-2013 2%
    6-2013 1.12%
    7-2013 -2.34%
    8-2013 5.02%
    9-2013 -2.49%
    10-2013 3.73%
    11-2013 3.92%
    12-2013 2.17%
2013 25.54%
    1-2012 NaN%
    2-2012 5.28%
    3-2012 4.19%
    4-2012 1.81%
    5-2012 -0.78%
    6-2012 -6.8%
    7-2012 3.72%
    8-2012 0.93%
    9-2012 2.42%
    10-2012 1.94%
    11-2012 -1.23%
    12-2012 0.91%
2012 13.4%
    1-2011 NaN%
    2-2011 1.79%
    3-2011 3.27%
    4-2011 -0.07%
    5-2011 3.32%
    6-2011 -1.38%
    7-2011 -1.99%
    8-2011 -1.92%
    9-2011 -6.12%
    10-2011 -8.56%
    11-2011 10.69%
    12-2011 -0.79%
2011 -3.71%
