    1-2021 NaN%
    2-2021 -0.27%
    3-2021 2.93%
    4-2021 2.64%
    5-2021 4.43%
    6-2021 1.25%
    7-2021 1.19%
2021 13.41%
    1-2020 NaN%
    2-2020 -1.05%
    3-2020 -7.73%
    4-2020 -14.82%
    5-2020 11.69%
    6-2020 5.22%
    7-2020 2.41%
    8-2020 5.18%
    9-2020 6.32%
    10-2020 -3.53%
    11-2020 -2.18%
    12-2020 12.44%
2020 15.82%
    1-2019 NaN%
    2-2019 8.31%
    3-2019 2.97%
    4-2019 0.75%
    5-2019 3.61%
    6-2019 -6.16%
    7-2019 6%
    8-2019 0.43%
    9-2019 -2.11%
    10-2019 1.51%
    11-2019 2.5%
    12-2019 2.98%
2019 25.16%
    1-2018 NaN%
    2-2018 5.4%
    3-2018 -4.14%
    4-2018 -1.93%
    5-2018 0.5%
    6-2018 1.4%
    7-2018 -0.77%
    8-2018 3.1%
    9-2018 1.75%
    10-2018 -0.28%
    11-2018 -7.68%
    12-2018 1.82%
2018 -9.92%
    1-2017 NaN%
    2-2017 2.53%
    3-2017 3.04%
    4-2017 0.49%
    5-2017 1.4%
    6-2017 1.61%
    7-2017 0.16%
    8-2017 2.34%
    9-2017 0.3%
    10-2017 1.79%
    11-2017 2.1%
    12-2017 2.37%
2017 20.46%
    1-2016 NaN%
    2-2016 -5.65%
    3-2016 -0.7%
    4-2016 6.94%
    5-2016 1.12%
    6-2016 0.94%
    7-2016 -0.77%
    8-2016 4.1%
    9-2016 0.4%
    10-2016 0.02%
    11-2016 -2.07%
    12-2016 2.47%
2016 7.77%
    1-2015 NaN%
    2-2015 -1.88%
    3-2015 5.68%
    4-2015 -1.57%
    5-2015 1.82%
    6-2015 0.69%
    7-2015 -2.6%
    8-2015 0.91%
    9-2015 -6.38%
    10-2015 -3.72%
    11-2015 7.38%
    12-2015 -0%
2015 -3.13%
    1-2014 NaN%
    2-2014 -3.6%
    3-2014 4.95%
    4-2014 -0.04%
    5-2014 0.44%
    6-2014 2.09%
    7-2014 1.69%
    8-2014 -1.86%
    9-2014 3.24%
    10-2014 -3.44%
    11-2014 1.84%
    12-2014 1.61%
2014 5.21%
    1-2013 NaN%
    2-2013 4.85%
    3-2013 0.53%
    4-2013 2.58%
    5-2013 2.25%
    6-2013 0.75%
    7-2013 -2.7%
    8-2013 5.2%
    9-2013 -2.46%
    10-2013 4.24%
    11-2013 4.02%
    12-2013 2.04%
2013 25.22%
    1-2012 NaN%
    2-2012 5.75%
    3-2012 4.52%
    4-2012 1.62%
    5-2012 -0.99%
    6-2012 -7.67%
    7-2012 4.17%
    8-2012 0.86%
    9-2012 2.58%
    10-2012 2.03%
    11-2012 -1.05%
    12-2012 1.07%
2012 14.14%
    1-2011 NaN%
    2-2011 1.75%
    3-2011 3.35%
    4-2011 -0.1%
    5-2011 3.66%
    6-2011 -1.67%
    7-2011 -1.99%
    8-2011 -2.03%
    9-2011 -6.75%
    10-2011 -9.44%
    11-2011 11.12%
    12-2011 -1.06%
2011 -5.73%
