    1-2021 NaN%
    2-2021 -0.65%
    3-2021 0.45%
    4-2021 0.39%
    5-2021 2.54%
    6-2021 0.49%
    7-2021 1.03%
2021 5.28%
    1-2020 NaN%
    2-2020 0.72%
    3-2020 -2.71%
    4-2020 -7.01%
    5-2020 6.32%
    6-2020 2.56%
    7-2020 1.28%
    8-2020 3.16%
    9-2020 2.32%
    10-2020 -1.7%
    11-2020 -1.4%
    12-2020 6.08%
2020 10.42%
    1-2019 NaN%
    2-2019 4.21%
    3-2019 1.26%
    4-2019 1.3%
    5-2019 1.58%
    6-2019 -1.93%
    7-2019 3.3%
    8-2019 0.35%
    9-2019 0.47%
    10-2019 0.2%
    11-2019 1.07%
    12-2019 1.31%
2019 14.96%
    1-2018 NaN%
    2-2018 1.7%
    3-2018 -2.47%
    4-2018 -0.73%
    5-2018 -0.37%
    6-2018 1.06%
    7-2018 -0.3%
    8-2018 1.33%
    9-2018 1.2%
    10-2018 -0.55%
    11-2018 -3.95%
    12-2018 1.02%
2018 -5.55%
    1-2017 NaN%
    2-2017 1.1%
    3-2017 1.73%
    4-2017 -0.06%
    5-2017 0.89%
    6-2017 0.89%
    7-2017 0.02%
    8-2017 1.08%
    9-2017 0.47%
    10-2017 0.43%
    11-2017 0.91%
    12-2017 0.96%
2017 9.5%
    1-2016 NaN%
    2-2016 -1.87%
    3-2016 0.04%
    4-2016 3.47%
    5-2016 0.54%
    6-2016 0.45%
    7-2016 0.7%
    8-2016 2.07%
    9-2016 -0.04%
    10-2016 -0.19%
    11-2016 -1.5%
    12-2016 -0.15%
2016 3.95%
    1-2015 NaN%
    2-2015 0.18%
    3-2015 1.87%
    4-2015 -0.59%
    5-2015 0.31%
    6-2015 0.06%
    7-2015 -1.76%
    8-2015 0.83%
    9-2015 -3.12%
    10-2015 -1.32%
    11-2015 3.29%
    12-2015 -0.17%
2015 -2.34%
    1-2014 NaN%
    2-2014 -0.82%
    3-2014 2.35%
    4-2014 -0.2%
    5-2014 0.45%
    6-2014 1.41%
    7-2014 0.78%
    8-2014 -1.11%
    9-2014 2.11%
    10-2014 -1.92%
    11-2014 1.37%
    12-2014 1.1%
2014 4.75%
    1-2013 NaN%
    2-2013 1.79%
    3-2013 0.55%
    4-2013 1.14%
    5-2013 1.33%
    6-2013 -0.46%
    7-2013 -2.08%
    8-2013 2.38%
    9-2013 -1.62%
    10-2013 2.16%
    11-2013 2.15%
    12-2013 0.74%
2013 9.58%
    1-2012 NaN%
    2-2012 2.84%
    3-2012 1.84%
    4-2012 0.38%
    5-2012 0.11%
    6-2012 -2.84%
    7-2012 1.67%
    8-2012 1.06%
    9-2012 1.05%
    10-2012 0.87%
    11-2012 -0.63%
    12-2012 0.43%
2012 6.78%
    1-2011 NaN%
    2-2011 0.75%
    3-2011 1.5%
    4-2011 -0.18%
    5-2011 2.12%
    6-2011 -0.11%
    7-2011 -1.28%
    8-2011 -0.22%
    9-2011 -2.27%
    10-2011 -3.72%
    11-2011 5.02%
    12-2011 -0.66%
2011 0.23%
