    1-2021 NaN%
    2-2021 -0.8%
    3-2021 -0.77%
    4-2021 -0.81%
    5-2021 1.44%
    6-2021 0.43%
    7-2021 0.6%
2021 0.81%
    1-2020 NaN%
    2-2020 1.18%
    3-2020 -0.28%
    4-2020 -3.68%
    5-2020 3.33%
    6-2020 1.3%
    7-2020 0.97%
    8-2020 2.08%
    9-2020 0.2%
    10-2020 -0.72%
    11-2020 -1.06%
    12-2020 3.28%
2020 6.88%
    1-2019 NaN%
    2-2019 2.24%
    3-2019 0.29%
    4-2019 1.5%
    5-2019 0.52%
    6-2019 0.08%
    7-2019 1.86%
    8-2019 -0.05%
    9-2019 1.61%
    10-2019 -0.3%
    11-2019 0.55%
    12-2019 0.27%
2019 9.2%
    1-2018 NaN%
    2-2018 0.05%
    3-2018 -1.86%
    4-2018 -0.02%
    5-2018 -0.72%
    6-2018 0.4%
    7-2018 -0.44%
    8-2018 0.43%
    9-2018 0.35%
    10-2018 -0.67%
    11-2018 -2.35%
    12-2018 0.57%
2018 -4.61%
    1-2017 NaN%
    2-2017 0.66%
    3-2017 0.89%
    4-2017 -0.01%
    5-2017 0.78%
    6-2017 0.77%
    7-2017 -0.16%
    8-2017 0.68%
    9-2017 0.6%
    10-2017 -0.26%
    11-2017 0.34%
    12-2017 0.09%
2017 5.04%
    1-2016 NaN%
    2-2016 -0.15%
    3-2016 0.14%
    4-2016 2.03%
    5-2016 0.44%
    6-2016 -0.07%
    7-2016 1.16%
    8-2016 1.2%
    9-2016 -0.19%
    10-2016 -0.17%
    11-2016 -1.19%
    12-2016 -2.03%
2016 1.28%
    1-2015 NaN%
    2-2015 1.43%
    3-2015 0.12%
    4-2015 -0.18%
    5-2015 0.11%
    6-2015 -0.47%
    7-2015 -1.54%
    8-2015 0.53%
    9-2015 -1.77%
    10-2015 -0.33%
    11-2015 1.26%
    12-2015 -0.45%
2015 -2.53%
    1-2014 NaN%
    2-2014 0.28%
    3-2014 1.24%
    4-2014 -0.32%
    5-2014 0.59%
    6-2014 1.08%
    7-2014 0.2%
    8-2014 -0.73%
    9-2014 1.26%
    10-2014 -1.54%
    11-2014 0.84%
    12-2014 0.58%
2014 2.68%
    1-2013 NaN%
    2-2013 0.16%
    3-2013 0.3%
    4-2013 0.18%
    5-2013 1.11%
    6-2013 -1.58%
    7-2013 -2.15%
    8-2013 1.01%
    9-2013 -1.12%
    10-2013 1.6%
    11-2013 1.22%
    12-2013 -0.15%
2013 0.46%
    1-2012 NaN%
    2-2012 1.75%
    3-2012 0.72%
    4-2012 -0.54%
    5-2012 0.48%
    6-2012 -1.15%
    7-2012 0.79%
    8-2012 1.08%
    9-2012 0.38%
    10-2012 0.33%
    11-2012 -0.19%
    12-2012 0.26%
2012 3.51%
    1-2011 NaN%
    2-2011 0.14%
    3-2011 0.56%
    4-2011 -0.26%
    5-2011 1.66%
    6-2011 0.42%
    7-2011 -0.89%
    8-2011 0.67%
    9-2011 -0.49%
    10-2011 -1.54%
    11-2011 2.09%
    12-2011 -0.75%
2011 1.22%
