    1-2021 NaN%
    2-2021 -0.73%
    3-2021 -0.33%
    4-2021 -0.42%
    5-2021 1.75%
    6-2021 0.6%
    7-2021 0.58%
2021 2.2%
    1-2020 NaN%
    2-2020 0.82%
    3-2020 -1.18%
    4-2020 -5.12%
    5-2020 4.24%
    6-2020 1.78%
    7-2020 1.2%
    8-2020 2.42%
    9-2020 0.89%
    10-2020 -1.03%
    11-2020 -1.2%
    12-2020 4.45%
2020 7.74%
    1-2019 NaN%
    2-2019 2.97%
    3-2019 0.58%
    4-2019 1.39%
    5-2019 0.88%
    6-2019 -0.68%
    7-2019 2.33%
    8-2019 -0.07%
    9-2019 1.14%
    10-2019 -0.06%
    11-2019 0.83%
    12-2019 0.55%
2019 10.93%
    1-2018 NaN%
    2-2018 0.72%
    3-2018 -2.18%
    4-2018 -0.22%
    5-2018 -0.56%
    6-2018 0.41%
    7-2018 -0.57%
    8-2018 0.75%
    9-2018 0.39%
    10-2018 -0.61%
    11-2018 -3.04%
    12-2018 0.7%
2018 -5.53%
    1-2017 NaN%
    2-2017 0.95%
    3-2017 1.11%
    4-2017 0.12%
    5-2017 0.88%
    6-2017 0.93%
    7-2017 -0.14%
    8-2017 0.93%
    9-2017 0.57%
    10-2017 -0.03%
    11-2017 0.55%
    12-2017 0.32%
2017 7.09%
    1-2016 NaN%
    2-2016 -0.84%
    3-2016 -0.02%
    4-2016 2.68%
    5-2016 0.56%
    6-2016 -0.01%
    7-2016 0.87%
    8-2016 1.57%
    9-2016 -0.11%
    10-2016 -0.11%
    11-2016 -1.29%
    12-2016 -1.64%
2016 1.87%
    1-2015 NaN%
    2-2015 1.09%
    3-2015 0.8%
    4-2015 -0.37%
    5-2015 0.44%
    6-2015 -0.38%
    7-2015 -1.71%
    8-2015 0.52%
    9-2015 -2.38%
    10-2015 -0.78%
    11-2015 1.99%
    12-2015 -0.44%
2015 -2.73%
    1-2014 NaN%
    2-2014 -0.25%
    3-2014 1.72%
    4-2014 -0.3%
    5-2014 0.6%
    6-2014 1.2%
    7-2014 0.35%
    8-2014 -0.86%
    9-2014 1.43%
    10-2014 -1.85%
    11-2014 0.89%
    12-2014 0.64%
2014 2.56%
    1-2013 NaN%
    2-2013 0.7%
    3-2013 0.27%
    4-2013 0.41%
    5-2013 1.29%
    6-2013 -1.42%
    7-2013 -2.3%
    8-2013 1.51%
    9-2013 -1.26%
    10-2013 2.01%
    11-2013 1.55%
    12-2013 0.05%
2013 3.07%
    1-2012 NaN%
    2-2012 2.31%
    3-2012 1.22%
    4-2012 -0.35%
    5-2012 0.27%
    6-2012 -2.08%
    7-2012 1.28%
    8-2012 1.04%
    9-2012 0.66%
    10-2012 0.54%
    11-2012 -0.24%
    12-2012 0.39%
2012 4.86%
    1-2011 NaN%
    2-2011 0.3%
    3-2011 0.88%
    4-2011 -0.25%
    5-2011 1.96%
    6-2011 0.12%
    7-2011 -1.01%
    8-2011 0.35%
    9-2011 -1.33%
    10-2011 -2.63%
    11-2011 3.19%
    12-2011 -0.85%
2011 -0.05%
