    1-2021 NaN%
    2-2021 -0.78%
    3-2021 -0.48%
    4-2021 -0.49%
    5-2021 1.77%
    6-2021 0.31%
    7-2021 0.85%
2021 2.05%
    1-2020 NaN%
    2-2020 1.24%
    3-2020 -0.84%
    4-2020 -4.24%
    5-2020 4.18%
    6-2020 1.58%
    7-2020 0.94%
    8-2020 2.37%
    9-2020 0.76%
    10-2020 -0.98%
    11-2020 -1.12%
    12-2020 3.8%
2020 8.08%
    1-2019 NaN%
    2-2019 2.68%
    3-2019 0.57%
    4-2019 1.49%
    5-2019 0.79%
    6-2019 -0.37%
    7-2019 2.24%
    8-2019 0.19%
    9-2019 1.4%
    10-2019 -0.25%
    11-2019 0.59%
    12-2019 0.61%
2019 10.86%
    1-2018 NaN%
    2-2018 0.37%
    3-2018 -1.92%
    4-2018 -0.23%
    5-2018 -0.67%
    6-2018 0.76%
    7-2018 -0.25%
    8-2018 0.65%
    9-2018 0.8%
    10-2018 -0.65%
    11-2018 -2.62%
    12-2018 0.7%
2018 -4.32%
    1-2017 NaN%
    2-2017 0.65%
    3-2017 1.17%
    4-2017 -0.16%
    5-2017 0.74%
    6-2017 0.7%
    7-2017 -0.07%
    8-2017 0.68%
    9-2017 0.55%
    10-2017 -0.09%
    11-2017 0.46%
    12-2017 0.37%
2017 5.69%
    1-2016 NaN%
    2-2016 -0.5%
    3-2016 0.23%
    4-2016 2.25%
    5-2016 0.38%
    6-2016 0.17%
    7-2016 1.16%
    8-2016 1.35%
    9-2016 -0.18%
    10-2016 -0.23%
    11-2016 -1.27%
    12-2016 -1.34%
2016 2.23%
    1-2015 NaN%
    2-2015 1.04%
    3-2015 0.48%
    4-2015 -0.25%
    5-2015 -0.07%
    6-2015 -0.25%
    7-2015 -1.51%
    8-2015 0.71%
    9-2015 -1.98%
    10-2015 -0.49%
    11-2015 1.75%
    12-2015 -0.3%
2015 -2.24%
    1-2014 NaN%
    2-2014 0.14%
    3-2014 1.43%
    4-2014 -0.28%
    5-2014 0.5%
    6-2014 1.16%
    7-2014 0.39%
    8-2014 -0.82%
    9-2014 1.58%
    10-2014 -1.48%
    11-2014 1.09%
    12-2014 0.82%
2014 3.95%
    1-2013 NaN%
    2-2013 0.59%
    3-2013 0.47%
    4-2013 0.51%
    5-2013 1.06%
    6-2013 -1.1%
    7-2013 -1.97%
    8-2013 1.32%
    9-2013 -1.28%
    10-2013 1.54%
    11-2013 1.45%
    12-2013 0.16%
2013 3.2%
    1-2012 NaN%
    2-2012 1.86%
    3-2012 0.9%
    4-2012 -0.19%
    5-2012 0.47%
    6-2012 -1.26%
    7-2012 0.85%
    8-2012 1.11%
    9-2012 0.5%
    10-2012 0.45%
    11-2012 -0.39%
    12-2012 0.24%
2012 4.13%
    1-2011 NaN%
    2-2011 0.33%
    3-2011 0.79%
    4-2011 -0.23%
    5-2011 1.64%
    6-2011 0.4%
    7-2011 -1%
    8-2011 0.46%
    9-2011 -0.73%
    10-2011 -1.78%
    11-2011 2.75%
    12-2011 -0.61%
2011 1.8%
