    1-2021 NaN%
    2-2021 -0.91%
    3-2021 -1.43%
    4-2021 -1.4%
    5-2021 0.97%
    6-2021 0.17%
    7-2021 0.62%
2021 -1.28%
    1-2020 NaN%
    2-2020 1.72%
    3-2020 1.06%
    4-2020 -1.51%
    5-2020 1.96%
    6-2020 0.59%
    7-2020 0.63%
    8-2020 1.55%
    9-2020 -0.84%
    10-2020 -0.24%
    11-2020 -0.85%
    12-2020 1.54%
2020 5.59%
    1-2019 NaN%
    2-2019 1.13%
    3-2019 -0.14%
    4-2019 1.66%
    5-2019 -0.01%
    6-2019 1.22%
    7-2019 1.16%
    8-2019 -0.01%
    9-2019 2.32%
    10-2019 -0.68%
    11-2019 0.14%
    12-2019 -0.13%
2019 6.61%
    1-2018 NaN%
    2-2018 -0.96%
    3-2018 -1.38%
    4-2018 0.28%
    5-2018 -0.96%
    6-2018 0.39%
    7-2018 -0.25%
    8-2018 -0.04%
    9-2018 0.3%
    10-2018 -0.74%
    11-2018 -1.31%
    12-2018 0.36%
2018 -3.25%
    1-2017 NaN%
    2-2017 0.24%
    3-2017 0.58%
    4-2017 -0.21%
    5-2017 0.62%
    6-2017 0.54%
    7-2017 -0.18%
    8-2017 0.31%
    9-2017 0.64%
    10-2017 -0.62%
    11-2017 0.01%
    12-2017 -0.26%
2017 1.96%
    1-2016 NaN%
    2-2016 0.88%
    3-2016 0.38%
    4-2016 1.06%
    5-2016 0.25%
    6-2016 -0.16%
    7-2016 1.6%
    8-2016 0.64%
    9-2016 -0.32%
    10-2016 -0.24%
    11-2016 -1.04%
    12-2016 -2.63%
2016 0.39%
    1-2015 NaN%
    2-2015 1.95%
    3-2015 -0.92%
    4-2015 0.09%
    5-2015 -0.38%
    6-2015 -0.6%
    7-2015 -1.28%
    8-2015 0.55%
    9-2015 -0.86%
    10-2015 0.34%
    11-2015 0.18%
    12-2015 -0.46%
2015 -2.22%
    1-2014 NaN%
    2-2014 1.06%
    3-2014 0.52%
    4-2014 -0.36%
    5-2014 0.57%
    6-2014 0.9%
    7-2014 -0.02%
    8-2014 -0.53%
    9-2014 1.01%
    10-2014 -1.08%
    11-2014 0.77%
    12-2014 0.49%
2014 2.87%
    1-2013 NaN%
    2-2013 -0.64%
    3-2013 0.35%
    4-2013 -0.16%
    5-2013 0.82%
    6-2013 -1.82%
    7-2013 -1.92%
    8-2013 0.25%
    9-2013 -0.91%
    10-2013 0.97%
    11-2013 0.73%
    12-2013 -0.46%
2013 -3.47%
    1-2012 NaN%
    2-2012 0.91%
    3-2012 -0.02%
    4-2012 -0.81%
    5-2012 0.81%
    6-2012 0.26%
    7-2012 0.06%
    8-2012 1.15%
    9-2012 -0.04%
    10-2012 0.02%
    11-2012 -0.11%
    12-2012 0.06%
2012 1.49%
    1-2011 NaN%
    2-2011 -0.11%
    3-2011 0.07%
    4-2011 -0.28%
    5-2011 1.2%
    6-2011 0.88%
    7-2011 -0.71%
    8-2011 1.15%
    9-2011 0.78%
    10-2011 0.09%
    11-2011 0.46%
    12-2011 -0.6%
2011 3.14%
