    1-2021 NaN%
    2-2021 -0.51%
    3-2021 1.74%
    4-2021 1.72%
    5-2021 3.84%
    6-2021 0.33%
    7-2021 1.75%
2021 10.33%
    1-2020 NaN%
    2-2020 0.52%
    3-2020 -5.26%
    4-2020 -10.17%
    5-2020 9.73%
    6-2020 3.87%
    7-2020 1.44%
    8-2020 4.37%
    9-2020 4.66%
    10-2020 -2.79%
    11-2020 -1.73%
    12-2020 8.82%
2020 14.77%
    1-2019 NaN%
    2-2019 6.25%
    3-2019 2.37%
    4-2019 1.15%
    5-2019 2.73%
    6-2019 -4.02%
    7-2019 4.89%
    8-2019 1.01%
    9-2019 -0.64%
    10-2019 0.63%
    11-2019 1.48%
    12-2019 2.57%
2019 21.56%
    1-2018 NaN%
    2-2018 3.33%
    3-2018 -2.97%
    4-2018 -1.55%
    5-2018 -0.05%
    6-2018 2.09%
    7-2018 0.12%
    8-2018 2.29%
    9-2018 2.5%
    10-2018 -0.45%
    11-2018 -5.47%
    12-2018 1.54%
2018 -5.69%
    1-2017 NaN%
    2-2017 1.38%
    3-2017 2.74%
    4-2017 -0.34%
    5-2017 0.9%
    6-2017 0.86%
    7-2017 0.27%
    8-2017 1.36%
    9-2017 0.31%
    10-2017 1.19%
    11-2017 1.49%
    12-2017 2.02%
2017 13.56%
    1-2016 NaN%
    2-2016 -3.59%
    3-2016 0.11%
    4-2016 4.8%
    5-2016 0.51%
    6-2016 1.19%
    7-2016 0.39%
    8-2016 2.9%
    9-2016 0.09%
    10-2016 -0.31%
    11-2016 -1.85%
    12-2016 2.27%
2016 7.32%
    1-2015 NaN%
    2-2015 -1.31%
    3-2015 3.65%
    4-2015 -0.97%
    5-2015 0.13%
    6-2015 0.78%
    7-2015 -1.85%
    8-2015 1.32%
    9-2015 -4.37%
    10-2015 -2.24%
    11-2015 5.45%
    12-2015 0.25%
2015 -1.73%
    1-2014 NaN%
    2-2014 -1.78%
    3-2014 3.41%
    4-2014 -0.05%
    5-2014 0.21%
    6-2014 1.77%
    7-2014 1.47%
    8-2014 -1.52%
    9-2014 3.21%
    10-2014 -2.06%
    11-2014 2.14%
    12-2014 1.84%
2014 8.24%
    1-2013 NaN%
    2-2013 3.58%
    3-2013 1%
    4-2013 2.33%
    5-2013 1.41%
    6-2013 1.07%
    7-2013 -1.75%
    8-2013 3.82%
    9-2013 -2.21%
    10-2013 2.45%
    11-2013 3.14%
    12-2013 1.85%
2013 20.24%
    1-2012 NaN%
    2-2012 3.75%
    3-2012 2.9%
    4-2012 1.57%
    5-2012 -0.16%
    6-2012 -4.15%
    7-2012 2.34%
    8-2012 1.07%
    9-2012 1.7%
    10-2012 1.43%
    11-2012 -1.26%
    12-2012 0.52%
2012 9.97%
    1-2011 NaN%
    2-2011 1.47%
    3-2011 2.51%
    4-2011 -0.06%
    5-2011 2.41%
    6-2011 -0.5%
    7-2011 -1.74%
    8-2011 -1.16%
    9-2011 -3.85%
    10-2011 -5.57%
    11-2011 8.05%
    12-2011 -0.36%
2011 0.53%
