    1-2021 NaN%
    2-2021 -0.39%
    3-2021 1.94%
    4-2021 1.66%
    5-2021 3.52%
    6-2021 1.23%
    7-2021 0.79%
2021 9.75%
    1-2020 NaN%
    2-2020 -0.72%
    3-2020 -5.77%
    4-2020 -12.19%
    5-2020 9.23%
    6-2020 4.2%
    7-2020 2.18%
    8-2020 4.29%
    9-2020 4.59%
    10-2020 -2.72%
    11-2020 -1.9%
    12-2020 10.2%
2020 12.87%
    1-2019 NaN%
    2-2019 6.73%
    3-2019 2.17%
    4-2019 0.9%
    5-2019 2.75%
    6-2019 -4.53%
    7-2019 4.83%
    8-2019 0.08%
    9-2019 -1.2%
    10-2019 1.12%
    11-2019 2.11%
    12-2019 2.12%
2019 20.43%
    1-2018 NaN%
    2-2018 4.08%
    3-2018 -3.67%
    4-2018 -1.35%
    5-2018 0.23%
    6-2018 0.82%
    7-2018 -0.92%
    8-2018 2.38%
    9-2018 1.01%
    10-2018 -0.37%
    11-2018 -6.41%
    12-2018 1.45%
2018 -9.29%
    1-2017 NaN%
    2-2017 2.2%
    3-2017 2.35%
    4-2017 0.57%
    5-2017 1.33%
    6-2017 1.54%
    7-2017 0.01%
    8-2017 2.03%
    9-2017 0.41%
    10-2017 1.22%
    11-2017 1.65%
    12-2017 1.64%
2017 16.95%
    1-2016 NaN%
    2-2016 -4.28%
    3-2016 -0.64%
    4-2016 5.8%
    5-2016 1.06%
    6-2016 0.49%
    7-2016 -0.42%
    8-2016 3.41%
    9-2016 0.28%
    10-2016 0.05%
    11-2016 -1.82%
    12-2016 0.88%
2016 5.53%
    1-2015 NaN%
    2-2015 -0.85%
    3-2015 4.27%
    4-2015 -1.25%
    5-2015 1.72%
    6-2015 0.23%
    7-2015 -2.44%
    8-2015 0.64%
    9-2015 -5.32%
    10-2015 -2.94%
    11-2015 5.74%
    12-2015 -0.24%
2015 -3.34%
    1-2014 NaN%
    2-2014 -2.74%
    3-2014 4.06%
    4-2014 -0.14%
    5-2014 0.57%
    6-2014 1.82%
    7-2014 1.21%
    8-2014 -1.55%
    9-2014 2.53%
    10-2014 -3.18%
    11-2014 1.38%
    12-2014 1.16%
2014 3.34%
    1-2013 NaN%
    2-2013 3.53%
    3-2013 0.3%
    4-2013 1.78%
    5-2013 2.09%
    6-2013 -0.2%
    7-2013 -2.8%
    8-2013 4.09%
    9-2013 -2.05%
    10-2013 3.83%
    11-2013 3.27%
    12-2013 1.29%
2013 17.69%
    1-2012 NaN%
    2-2012 4.91%
    3-2012 3.63%
    4-2012 0.84%
    5-2012 -0.71%
    6-2012 -6.38%
    7-2012 3.51%
    8-2012 0.87%
    9-2012 2.04%
    10-2012 1.6%
    11-2012 -0.67%
    12-2012 0.94%
2012 11.54%
    1-2011 NaN%
    2-2011 1.24%
    3-2011 2.59%
    4-2011 -0.17%
    5-2011 3.32%
    6-2011 -1.27%
    7-2011 -1.66%
    8-2011 -1.31%
    9-2011 -5.35%
    10-2011 -7.75%
    11-2011 8.76%
    12-2011 -1.16%
2011 -5.13%
