    1-2021 NaN%
    2-2021 -0.7%
    3-2021 -0.08%
    4-2021 -0.17%
    5-2021 1.99%
    6-2021 0.59%
    7-2021 0.7%
2021 3.15%
    1-2020 NaN%
    2-2020 0.76%
    3-2020 -1.67%
    4-2020 -5.77%
    5-2020 4.88%
    6-2020 2.03%
    7-2020 1.25%
    8-2020 2.65%
    9-2020 1.34%
    10-2020 -1.24%
    11-2020 -1.27%
    12-2020 5%
2020 8.53%
    1-2019 NaN%
    2-2019 3.37%
    3-2019 0.79%
    4-2019 1.36%
    5-2019 1.1%
    6-2019 -1.09%
    7-2019 2.63%
    8-2019 0.03%
    9-2019 0.92%
    10-2019 0.04%
    11-2019 0.92%
    12-2019 0.78%
2019 12.17%
    1-2018 NaN%
    2-2018 1.05%
    3-2018 -2.29%
    4-2018 -0.38%
    5-2018 -0.49%
    6-2018 0.58%
    7-2018 -0.51%
    8-2018 0.93%
    9-2018 0.6%
    10-2018 -0.59%
    11-2018 -3.35%
    12-2018 0.8%
2018 -5.63%
    1-2017 NaN%
    2-2017 1.02%
    3-2017 1.29%
    4-2017 0.09%
    5-2017 0.9%
    6-2017 0.93%
    7-2017 -0.1%
    8-2017 0.99%
    9-2017 0.54%
    10-2017 0.12%
    11-2017 0.67%
    12-2017 0.51%
2017 7.94%
    1-2016 NaN%
    2-2016 -1.18%
    3-2016 -0.02%
    4-2016 2.95%
    5-2016 0.57%
    6-2016 0.11%
    7-2016 0.79%
    8-2016 1.74%
    9-2016 -0.08%
    10-2016 -0.13%
    11-2016 -1.35%
    12-2016 -1.21%
2016 2.47%
    1-2015 NaN%
    2-2015 0.82%
    3-2015 1.16%
    4-2015 -0.44%
    5-2015 0.44%
    6-2015 -0.26%
    7-2015 -1.74%
    8-2015 0.6%
    9-2015 -2.64%
    10-2015 -0.97%
    11-2015 2.41%
    12-2015 -0.37%
2015 -2.65%
    1-2014 NaN%
    2-2014 -0.46%
    3-2014 1.94%
    4-2014 -0.27%
    5-2014 0.56%
    6-2014 1.27%
    7-2014 0.48%
    8-2014 -0.94%
    9-2014 1.63%
    10-2014 -1.91%
    11-2014 1.02%
    12-2014 0.77%
2014 3.11%
    1-2013 NaN%
    2-2013 1.04%
    3-2013 0.34%
    4-2013 0.63%
    5-2013 1.32%
    6-2013 -1.15%
    7-2013 -2.26%
    8-2013 1.79%
    9-2013 -1.37%
    10-2013 2.1%
    11-2013 1.75%
    12-2013 0.25%
2013 5.05%
    1-2012 NaN%
    2-2012 2.51%
    3-2012 1.43%
    4-2012 -0.14%
    5-2012 0.21%
    6-2012 -2.38%
    7-2012 1.43%
    8-2012 1.04%
    9-2012 0.79%
    10-2012 0.65%
    11-2012 -0.34%
    12-2012 0.41%
2012 5.51%
    1-2011 NaN%
    2-2011 0.44%
    3-2011 1.08%
    4-2011 -0.23%
    5-2011 2.04%
    6-2011 0.03%
    7-2011 -1.09%
    8-2011 0.16%
    9-2011 -1.67%
    10-2011 -3.03%
    11-2011 3.78%
    12-2011 -0.81%
2011 -0.12%
