    1-2021 NaN%
    2-2021 -0.46%
    3-2021 1.49%
    4-2021 1.26%
    5-2021 3.18%
    6-2021 1.09%
    7-2021 0.77%
2021 8.28%
    1-2020 NaN%
    2-2020 -0.39%
    3-2020 -4.86%
    4-2020 -10.76%
    5-2020 8.27%
    6-2020 3.72%
    7-2020 1.98%
    8-2020 3.93%
    9-2020 3.86%
    10-2020 -2.39%
    11-2020 -1.76%
    12-2020 9.05%
2020 11.91%
    1-2019 NaN%
    2-2019 5.98%
    3-2019 1.86%
    4-2019 1%
    5-2019 2.39%
    6-2019 -3.77%
    7-2019 4.34%
    8-2019 0.07%
    9-2019 -0.73%
    10-2019 0.88%
    11-2019 1.85%
    12-2019 1.82%
2019 18.59%
    1-2018 NaN%
    2-2018 3.4%
    3-2018 -3.36%
    4-2018 -1.13%
    5-2018 0.07%
    6-2018 0.77%
    7-2018 -0.83%
    8-2018 2.05%
    9-2018 0.92%
    10-2018 -0.42%
    11-2018 -5.73%
    12-2018 1.31%
2018 -8.48%
    1-2017 NaN%
    2-2017 1.94%
    3-2017 2.11%
    4-2017 0.46%
    5-2017 1.23%
    6-2017 1.4%
    7-2017 -0.01%
    8-2017 1.8%
    9-2017 0.44%
    10-2017 0.98%
    11-2017 1.43%
    12-2017 1.39%
2017 14.95%
    1-2016 NaN%
    2-2016 -3.59%
    3-2016 -0.5%
    4-2016 5.17%
    5-2016 0.95%
    6-2016 0.41%
    7-2016 -0.15%
    8-2016 3.04%
    9-2016 0.2%
    10-2016 0.01%
    11-2016 -1.71%
    12-2016 0.41%
2016 4.85%
    1-2015 NaN%
    2-2015 -0.48%
    3-2015 3.58%
    4-2015 -1.07%
    5-2015 1.43%
    6-2015 0.13%
    7-2015 -2.29%
    8-2015 0.63%
    9-2015 -4.72%
    10-2015 -2.5%
    11-2015 5%
    12-2015 -0.27%
2015 -3.19%
    1-2014 NaN%
    2-2014 -2.24%
    3-2014 3.59%
    4-2014 -0.17%
    5-2014 0.56%
    6-2014 1.7%
    7-2014 1.05%
    8-2014 -1.41%
    9-2014 2.33%
    10-2014 -2.89%
    11-2014 1.3%
    12-2014 1.08%
2014 3.29%
    1-2013 NaN%
    2-2013 2.98%
    3-2013 0.31%
    4-2013 1.53%
    5-2013 1.92%
    6-2013 -0.41%
    7-2013 -2.68%
    8-2013 3.58%
    9-2013 -1.9%
    10-2013 3.44%
    11-2013 2.93%
    12-2013 1.06%
2013 14.88%
    1-2012 NaN%
    2-2012 4.38%
    3-2012 3.14%
    4-2012 0.63%
    5-2012 -0.5%
    6-2012 -5.49%
    7-2012 3.05%
    8-2012 0.91%
    9-2012 1.76%
    10-2012 1.39%
    11-2012 -0.6%
    12-2012 0.82%
2012 10.2%
    1-2011 NaN%
    2-2011 1.06%
    3-2011 2.25%
    4-2011 -0.19%
    5-2011 3.03%
    6-2011 -0.98%
    7-2011 -1.53%
    8-2011 -0.98%
    9-2011 -4.53%
    10-2011 -6.7%
    11-2011 7.66%
    12-2011 -1.08%
2011 -4.02%
