    1-2021 NaN%
    2-2021 -0.54%
    3-2021 1.09%
    4-2021 0.95%
    5-2021 2.98%
    6-2021 0.79%
    7-2021 0.96%
2021 7.26%
    1-2020 NaN%
    2-2020 0.13%
    3-2020 -4.03%
    4-2020 -9.21%
    5-2020 7.61%
    6-2020 3.27%
    7-2020 1.65%
    8-2020 3.66%
    9-2020 3.31%
    10-2020 -2.15%
    11-2020 -1.62%
    12-2020 7.84%
2020 11.56%
    1-2019 NaN%
    2-2019 5.29%
    3-2019 1.67%
    4-2019 1.14%
    5-2019 2.09%
    6-2019 -3.06%
    7-2019 3.97%
    8-2019 0.26%
    9-2019 -0.24%
    10-2019 0.58%
    11-2019 1.5%
    12-2019 1.68%
2019 17.39%
    1-2018 NaN%
    2-2018 2.72%
    3-2018 -2.97%
    4-2018 -1.01%
    5-2018 -0.12%
    6-2018 1%
    7-2018 -0.54%
    8-2018 1.78%
    9-2018 1.17%
    10-2018 -0.48%
    11-2018 -4.99%
    12-2018 1.21%
2018 -7.07%
    1-2017 NaN%
    2-2017 1.56%
    3-2017 2.01%
    4-2017 0.18%
    5-2017 1.06%
    6-2017 1.15%
    7-2017 0.02%
    8-2017 1.48%
    9-2017 0.44%
    10-2017 0.78%
    11-2017 1.22%
    12-2017 1.27%
2017 12.65%
    1-2016 NaN%
    2-2016 -2.9%
    3-2016 -0.23%
    4-2016 4.46%
    5-2016 0.75%
    6-2016 0.49%
    7-2016 0.23%
    8-2016 2.64%
    9-2016 0.1%
    10-2016 -0.1%
    11-2016 -1.64%
    12-2016 0.35%
2016 4.7%
    1-2015 NaN%
    2-2015 -0.28%
    3-2015 2.9%
    4-2015 -0.87%
    5-2015 0.87%
    6-2015 0.16%
    7-2015 -2.04%
    8-2015 0.77%
    9-2015 -4.05%
    10-2015 -2.01%
    11-2015 4.36%
    12-2015 -0.19%
2015 -2.72%
    1-2014 NaN%
    2-2014 -1.63%
    3-2014 3.08%
    4-2014 -0.17%
    5-2014 0.49%
    6-2014 1.59%
    7-2014 0.98%
    8-2014 -1.3%
    9-2014 2.32%
    10-2014 -2.43%
    11-2014 1.4%
    12-2014 1.15%
2014 4.3%
    1-2013 NaN%
    2-2013 2.55%
    3-2013 0.47%
    4-2013 1.44%
    5-2013 1.64%
    6-2013 -0.31%
    7-2013 -2.36%
    8-2013 3.12%
    9-2013 -1.81%
    10-2013 2.85%
    11-2013 2.64%
    12-2013 1%
2013 13.22%
    1-2012 NaN%
    2-2012 3.71%
    3-2012 2.6%
    4-2012 0.61%
    5-2012 -0.23%
    6-2012 -4.32%
    7-2012 2.43%
    8-2012 0.98%
    9-2012 1.47%
    10-2012 1.18%
    11-2012 -0.67%
    12-2012 0.64%
2012 8.81%
    1-2011 NaN%
    2-2011 0.97%
    3-2011 1.97%
    4-2011 -0.17%
    5-2011 2.61%
    6-2011 -0.59%
    7-2011 -1.45%
    8-2011 -0.69%
    9-2011 -3.57%
    10-2011 -5.41%
    11-2011 6.63%
    12-2011 -0.85%
2011 -1.93%
