    1-2021 NaN%
    2-2021 -0.49%
    3-2021 1.27%
    4-2021 1.05%
    5-2021 3.01%
    6-2021 1.02%
    7-2021 0.76%
2021 7.55%
    1-2020 NaN%
    2-2020 -0.23%
    3-2020 -4.4%
    4-2020 -10.05%
    5-2020 7.78%
    6-2020 3.48%
    7-2020 1.87%
    8-2020 3.75%
    9-2020 3.5%
    10-2020 -2.23%
    11-2020 -1.69%
    12-2020 8.47%
2020 11.43%
    1-2019 NaN%
    2-2019 5.61%
    3-2019 1.71%
    4-2019 1.05%
    5-2019 2.2%
    6-2019 -3.38%
    7-2019 4.1%
    8-2019 0.06%
    9-2019 -0.5%
    10-2019 0.76%
    11-2019 1.71%
    12-2019 1.67%
2019 17.68%
    1-2018 NaN%
    2-2018 3.07%
    3-2018 -3.21%
    4-2018 -1.02%
    5-2018 -0.01%
    6-2018 0.74%
    7-2018 -0.79%
    8-2018 1.89%
    9-2018 0.87%
    10-2018 -0.44%
    11-2018 -5.39%
    12-2018 1.23%
2018 -8.07%
    1-2017 NaN%
    2-2017 1.81%
    3-2017 2%
    4-2017 0.41%
    5-2017 1.18%
    6-2017 1.34%
    7-2017 -0.02%
    8-2017 1.69%
    9-2017 0.45%
    10-2017 0.85%
    11-2017 1.32%
    12-2017 1.26%
2017 13.95%
    1-2016 NaN%
    2-2016 -3.25%
    3-2016 -0.43%
    4-2016 4.85%
    5-2016 0.9%
    6-2016 0.36%
    7-2016 -0.02%
    8-2016 2.85%
    9-2016 0.16%
    10-2016 -0.01%
    11-2016 -1.66%
    12-2016 0.18%
2016 4.51%
    1-2015 NaN%
    2-2015 -0.29%
    3-2015 3.23%
    4-2015 -0.98%
    5-2015 1.29%
    6-2015 0.07%
    7-2015 -2.21%
    8-2015 0.63%
    9-2015 -4.43%
    10-2015 -2.28%
    11-2015 4.63%
    12-2015 -0.28%
2015 -3.11%
    1-2014 NaN%
    2-2014 -1.98%
    3-2014 3.35%
    4-2014 -0.18%
    5-2014 0.56%
    6-2014 1.63%
    7-2014 0.97%
    8-2014 -1.34%
    9-2014 2.23%
    10-2014 -2.75%
    11-2014 1.26%
    12-2014 1.03%
2014 3.26%
    1-2013 NaN%
    2-2013 2.7%
    3-2013 0.31%
    4-2013 1.4%
    5-2013 1.84%
    6-2013 -0.52%
    7-2013 -2.62%
    8-2013 3.33%
    9-2013 -1.82%
    10-2013 3.25%
    11-2013 2.76%
    12-2013 0.95%
2013 13.48%
    1-2012 NaN%
    2-2012 4.11%
    3-2012 2.9%
    4-2012 0.52%
    5-2012 -0.4%
    6-2012 -5.05%
    7-2012 2.82%
    8-2012 0.93%
    9-2012 1.63%
    10-2012 1.28%
    11-2012 -0.56%
    12-2012 0.77%
2012 9.53%
    1-2011 NaN%
    2-2011 0.97%
    3-2011 2.09%
    4-2011 -0.19%
    5-2011 2.89%
    6-2011 -0.84%
    7-2011 -1.47%
    8-2011 -0.82%
    9-2011 -4.12%
    10-2011 -6.18%
    11-2011 7.1%
    12-2011 -1.05%
2011 -3.46%
