    1-2021 NaN%
    2-2021 -0.61%
    3-2021 1.01%
    4-2021 1.01%
    5-2021 3.19%
    6-2021 0.28%
    7-2021 1.51%
2021 7.7%
    1-2020 NaN%
    2-2020 0.81%
    3-2020 -3.81%
    4-2020 -8.16%
    5-2020 7.97%
    6-2020 3.11%
    7-2020 1.24%
    8-2020 3.73%
    9-2020 3.41%
    10-2020 -2.21%
    11-2020 -1.53%
    12-2020 7.14%
2020 12.71%
    1-2019 NaN%
    2-2019 5.07%
    3-2019 1.8%
    4-2019 1.27%
    5-2019 2.1%
    6-2019 -2.82%
    7-2019 4.04%
    8-2019 0.79%
    9-2019 0.05%
    10-2019 0.32%
    11-2019 1.16%
    12-2019 1.96%
2019 18.17%
    1-2018 NaN%
    2-2018 2.34%
    3-2018 -2.59%
    4-2018 -1.14%
    5-2018 -0.26%
    6-2018 1.72%
    7-2018 0.05%
    8-2018 1.76%
    9-2018 2.03%
    10-2018 -0.52%
    11-2018 -4.5%
    12-2018 1.27%
2018 -5.07%
    1-2017 NaN%
    2-2017 1.1%
    3-2017 2.25%
    4-2017 -0.33%
    5-2017 0.83%
    6-2017 0.77%
    7-2017 0.17%
    8-2017 1.11%
    9-2017 0.38%
    10-2017 0.78%
    11-2017 1.15%
    12-2017 1.51%
2017 10.86%
    1-2016 NaN%
    2-2016 -2.56%
    3-2016 0.19%
    4-2016 3.93%
    5-2016 0.44%
    6-2016 0.89%
    7-2016 0.68%
    8-2016 2.37%
    9-2016 -0.01%
    10-2016 -0.3%
    11-2016 -1.66%
    12-2016 1.18%
2016 5.77%
    1-2015 NaN%
    2-2015 -0.57%
    3-2015 2.6%
    4-2015 -0.73%
    5-2015 -0.01%
    6-2015 0.48%
    7-2015 -1.71%
    8-2015 1.16%
    9-2015 -3.55%
    10-2015 -1.64%
    11-2015 4.24%
    12-2015 0.1%
2015 -1.82%
    1-2014 NaN%
    2-2014 -1.11%
    3-2014 2.74%
    4-2014 -0.12%
    5-2014 0.29%
    6-2014 1.57%
    7-2014 1.14%
    8-2014 -1.3%
    9-2014 2.72%
    10-2014 -1.82%
    11-2014 1.84%
    12-2014 1.54%
2014 7.1%
    1-2013 NaN%
    2-2013 2.62%
    3-2013 0.87%
    4-2013 1.77%
    5-2013 1.26%
    6-2013 0.44%
    7-2013 -1.77%
    8-2013 3%
    9-2013 -1.92%
    10-2013 2.08%
    11-2013 2.59%
    12-2013 1.33%
2013 14.88%
    1-2012 NaN%
    2-2012 3.08%
    3-2012 2.22%
    4-2012 1.04%
    5-2012 0.07%
    6-2012 -3.1%
    7-2012 1.8%
    8-2012 1.09%
    9-2012 1.3%
    10-2012 1.1%
    11-2012 -1.01%
    12-2012 0.41%
2012 8.01%
    1-2011 NaN%
    2-2011 1.12%
    3-2011 1.95%
    4-2011 -0.11%
    5-2011 2.11%
    6-2011 -0.17%
    7-2011 -1.5%
    8-2011 -0.63%
    9-2011 -2.77%
    10-2011 -4.24%
    11-2011 6.31%
    12-2011 -0.4%
2011 1.23%
