    1-2021 NaN%
    2-2021 -0.84%
    3-2021 -0.96%
    4-2021 -0.96%
    5-2021 1.35%
    6-2021 0.26%
    7-2021 0.71%
2021 0.33%
    1-2020 NaN%
    2-2020 1.46%
    3-2020 0.12%
    4-2020 -2.89%
    5-2020 3.03%
    6-2020 1.08%
    7-2020 0.8%
    8-2020 1.95%
    9-2020 -0.06%
    10-2020 -0.6%
    11-2020 -0.98%
    12-2020 2.68%
2020 6.76%
    1-2019 NaN%
    2-2019 1.9%
    3-2019 0.2%
    4-2019 1.57%
    5-2019 0.38%
    6-2019 0.43%
    7-2019 1.69%
    8-2019 0.07%
    9-2019 1.86%
    10-2019 -0.46%
    11-2019 0.38%
    12-2019 0.22%
2019 8.65%
    1-2018 NaN%
    2-2018 -0.3%
    3-2018 -1.66%
    4-2018 0.03%
    5-2018 -0.81%
    6-2018 0.54%
    7-2018 -0.28%
    8-2018 0.3%
    9-2018 0.51%
    10-2018 -0.69%
    11-2018 -1.97%
    12-2018 0.52%
2018 -3.86%
    1-2017 NaN%
    2-2017 0.46%
    3-2017 0.85%
    4-2017 -0.16%
    5-2017 0.69%
    6-2017 0.64%
    7-2017 -0.13%
    8-2017 0.51%
    9-2017 0.6%
    10-2017 -0.36%
    11-2017 0.24%
    12-2017 0.04%
2017 3.87%
    1-2016 NaN%
    2-2016 0.19%
    3-2016 0.29%
    4-2016 1.67%
    5-2016 0.32%
    6-2016 -0.02%
    7-2016 1.37%
    8-2016 1%
    9-2016 -0.25%
    10-2016 -0.23%
    11-2016 -1.16%
    12-2016 -2.03%
2016 1.25%
    1-2015 NaN%
    2-2015 1.52%
    3-2015 -0.22%
    4-2015 -0.08%
    5-2015 -0.19%
    6-2015 -0.44%
    7-2015 -1.41%
    8-2015 0.61%
    9-2015 -1.43%
    10-2015 -0.08%
    11-2015 0.95%
    12-2015 -0.4%
2015 -2.27%
    1-2014 NaN%
    2-2014 0.59%
    3-2014 0.98%
    4-2014 -0.32%
    5-2014 0.54%
    6-2014 1.03%
    7-2014 0.17%
    8-2014 -0.67%
    9-2014 1.27%
    10-2014 -1.3%
    11-2014 0.91%
    12-2014 0.63%
2014 3.28%
    1-2013 NaN%
    2-2013 -0.04%
    3-2013 0.39%
    4-2013 0.16%
    5-2013 0.96%
    6-2013 -1.5%
    7-2013 -1.97%
    8-2013 0.78%
    9-2013 -1.09%
    10-2013 1.28%
    11-2013 1.08%
    12-2013 -0.17%
2013 -0.28%
    1-2012 NaN%
    2-2012 1.4%
    3-2012 0.45%
    4-2012 -0.53%
    5-2012 0.63%
    6-2012 -0.54%
    7-2012 0.47%
    8-2012 1.12%
    9-2012 0.23%
    10-2012 0.23%
    11-2012 -0.23%
    12-2012 0.16%
2012 2.82%
    1-2011 NaN%
    2-2011 0.1%
    3-2011 0.42%
    4-2011 -0.26%
    5-2011 1.44%
    6-2011 0.63%
    7-2011 -0.85%
    8-2011 0.81%
    9-2011 0.01%
    10-2011 -0.87%
    11-2011 1.59%
    12-2011 -0.62%
2011 2.35%
