    1-2021 NaN%
    2-2021 -0.31%
    3-2021 3.1%
    4-2021 2.97%
    5-2021 4.9%
    6-2021 0.71%
    7-2021 1.88%
2021 14.88%
    1-2020 NaN%
    2-2020 -0.4%
    3-2020 -8.02%
    4-2020 -14.4%
    5-2020 12.74%
    6-2020 5.32%
    7-2020 2.02%
    8-2020 5.49%
    9-2020 6.89%
    10-2020 -3.81%
    11-2020 -2.16%
    12-2020 12.28%
2020 17.86%
    1-2019 NaN%
    2-2019 8.51%
    3-2019 3.33%
    4-2019 0.85%
    5-2019 3.85%
    6-2019 -6.34%
    7-2019 6.4%
    8-2019 1.1%
    9-2019 -2.04%
    10-2019 1.33%
    11-2019 2.24%
    12-2019 3.52%
2019 27.29%
    1-2018 NaN%
    2-2018 5.35%
    3-2018 -3.85%
    4-2018 -2.23%
    5-2018 0.42%
    6-2018 2.35%
    7-2018 -0.09%
    8-2018 3.27%
    9-2018 2.89%
    10-2018 -0.3%
    11-2018 -7.49%
    12-2018 1.99%
2018 -7.93%
    1-2017 NaN%
    2-2017 2.13%
    3-2017 3.49%
    4-2017 -0.08%
    5-2017 1.17%
    6-2017 1.22%
    7-2017 0.36%
    8-2017 2.02%
    9-2017 0.21%
    10-2017 1.94%
    11-2017 2.15%
    12-2017 2.82%
2017 19.47%
    1-2016 NaN%
    2-2016 -5.65%
    3-2016 -0.26%
    4-2016 6.67%
    5-2016 0.81%
    6-2016 1.49%
    7-2016 -0.39%
    8-2016 4%
    9-2016 0.32%
    10-2016 -0.21%
    11-2016 -2.17%
    12-2016 3.79%
2016 9.53%
    1-2015 NaN%
    2-2015 -2.47%
    3-2015 5.73%
    4-2015 -1.5%
    5-2015 0.89%
    6-2015 1.16%
    7-2015 -2.28%
    8-2015 1.4%
    9-2015 -6.13%
    10-2015 -3.53%
    11-2015 7.7%
    12-2015 0.37%
2015 -2.09%
    1-2014 NaN%
    2-2014 -3.27%
    3-2014 4.82%
    4-2014 0.04%
    5-2014 0.19%
    6-2014 2.14%
    7-2014 1.99%
    8-2014 -1.94%
    9-2014 3.87%
    10-2014 -2.85%
    11-2014 2.44%
    12-2014 2.16%
2014 8.75%
    1-2013 NaN%
    2-2013 5.28%
    3-2013 1.03%
    4-2013 3.15%
    5-2013 1.88%
    6-2013 1.81%
    7-2013 -2.04%
    8-2013 5.37%
    9-2013 -2.69%
    10-2013 3.53%
    11-2013 4.17%
    12-2013 2.6%
2013 29.05%
    1-2012 NaN%
    2-2012 5.3%
    3-2012 4.34%
    4-2012 2.29%
    5-2012 -0.75%
    6-2012 -6.71%
    7-2012 3.67%
    8-2012 0.97%
    9-2012 2.53%
    10-2012 2.06%
    11-2012 -1.52%
    12-2012 0.85%
2012 13.98%
    1-2011 NaN%
    2-2011 2.04%
    3-2011 3.54%
    4-2011 -0.01%
    5-2011 3.21%
    6-2011 -1.33%
    7-2011 -2.13%
    8-2011 -2.16%
    9-2011 -6.26%
    10-2011 -8.64%
    11-2011 11.4%
    12-2011 -0.54%
2011 -2.48%
