    1-2021 NaN%
    2-2021 -0.85%
    3-2021 -0.95%
    4-2021 -0.93%
    5-2021 1.39%
    6-2021 0.22%
    7-2021 0.76%
2021 0.44%
    1-2020 NaN%
    2-2020 1.51%
    3-2020 0.1%
    4-2020 -2.86%
    5-2020 3.11%
    6-2020 1.09%
    7-2020 0.77%
    8-2020 1.97%
    9-2020 -0.02%
    10-2020 -0.62%
    11-2020 -0.98%
    12-2020 2.66%
2020 6.91%
    1-2019 NaN%
    2-2019 1.91%
    3-2019 0.23%
    4-2019 1.58%
    5-2019 0.4%
    6-2019 0.42%
    7-2019 1.71%
    8-2019 0.12%
    9-2019 1.87%
    10-2019 -0.47%
    11-2019 0.36%
    12-2019 0.26%
2019 8.81%
    1-2018 NaN%
    2-2018 -0.3%
    3-2018 -1.64%
    4-2018 0.01%
    5-2018 -0.82%
    6-2018 0.61%
    7-2018 -0.23%
    8-2018 0.31%
    9-2018 0.59%
    10-2018 -0.7%
    11-2018 -1.96%
    12-2018 0.53%
2018 -3.71%
    1-2017 NaN%
    2-2017 0.43%
    3-2017 0.89%
    4-2017 -0.21%
    5-2017 0.67%
    6-2017 0.61%
    7-2017 -0.12%
    8-2017 0.49%
    9-2017 0.59%
    10-2017 -0.35%
    11-2017 0.24%
    12-2017 0.07%
2017 3.79%
    1-2016 NaN%
    2-2016 0.19%
    3-2016 0.32%
    4-2016 1.65%
    5-2016 0.3%
    6-2016 0.03%
    7-2016 1.39%
    8-2016 0.99%
    9-2016 -0.25%
    10-2016 -0.24%
    11-2016 -1.16%
    12-2016 -1.93%
2016 1.38%
    1-2015 NaN%
    2-2015 1.47%
    3-2015 -0.22%
    4-2015 -0.08%
    5-2015 -0.26%
    6-2015 -0.41%
    7-2015 -1.38%
    8-2015 0.65%
    9-2015 -1.41%
    10-2015 -0.07%
    11-2015 0.97%
    12-2015 -0.37%
2015 -2.19%
    1-2014 NaN%
    2-2014 0.61%
    3-2014 0.97%
    4-2014 -0.32%
    5-2014 0.52%
    6-2014 1.03%
    7-2014 0.2%
    8-2014 -0.68%
    9-2014 1.32%
    10-2014 -1.25%
    11-2014 0.95%
    12-2014 0.67%
2014 3.54%
    1-2013 NaN%
    2-2013 -0.01%
    3-2013 0.43%
    4-2013 0.2%
    5-2013 0.93%
    6-2013 -1.42%
    7-2013 -1.92%
    8-2013 0.79%
    9-2013 -1.1%
    10-2013 1.23%
    11-2013 1.09%
    12-2013 -0.13%
2013 0.01%
    1-2012 NaN%
    2-2012 1.37%
    3-2012 0.43%
    4-2012 -0.48%
    5-2012 0.65%
    6-2012 -0.46%
    7-2012 0.44%
    8-2012 1.13%
    9-2012 0.23%
    10-2012 0.23%
    11-2012 -0.27%
    12-2012 0.14%
2012 2.8%
    1-2011 NaN%
    2-2011 0.12%
    3-2011 0.44%
    4-2011 -0.25%
    5-2011 1.4%
    6-2011 0.65%
    7-2011 -0.86%
    8-2011 0.8%
    9-2011 0.04%
    10-2011 -0.81%
    11-2011 1.61%
    12-2011 -0.58%
2011 2.59%
