    1-2021 NaN%
    2-2021 -0.77%
    3-2021 -0.55%
    4-2021 -0.62%
    5-2021 1.6%
    6-2021 0.51%
    7-2021 0.59%
2021 1.5%
    1-2020 NaN%
    2-2020 1%
    3-2020 -0.73%
    4-2020 -4.4%
    5-2020 3.79%
    6-2020 1.54%
    7-2020 1.09%
    8-2020 2.25%
    9-2020 0.54%
    10-2020 -0.88%
    11-2020 -1.13%
    12-2020 3.86%
2020 7.31%
    1-2019 NaN%
    2-2019 2.61%
    3-2019 0.44%
    4-2019 1.45%
    5-2019 0.7%
    6-2019 -0.3%
    7-2019 2.09%
    8-2019 -0.06%
    9-2019 1.38%
    10-2019 -0.18%
    11-2019 0.69%
    12-2019 0.41%
2019 10.07%
    1-2018 NaN%
    2-2018 0.38%
    3-2018 -2.02%
    4-2018 -0.12%
    5-2018 -0.64%
    6-2018 0.4%
    7-2018 -0.5%
    8-2018 0.59%
    9-2018 0.37%
    10-2018 -0.64%
    11-2018 -2.69%
    12-2018 0.63%
2018 -5.07%
    1-2017 NaN%
    2-2017 0.8%
    3-2017 1%
    4-2017 0.06%
    5-2017 0.83%
    6-2017 0.85%
    7-2017 -0.15%
    8-2017 0.8%
    9-2017 0.58%
    10-2017 -0.14%
    11-2017 0.44%
    12-2017 0.2%
2017 6.07%
    1-2016 NaN%
    2-2016 -0.5%
    3-2016 0.06%
    4-2016 2.36%
    5-2016 0.5%
    6-2016 -0.04%
    7-2016 1.02%
    8-2016 1.39%
    9-2016 -0.15%
    10-2016 -0.14%
    11-2016 -1.24%
    12-2016 -1.84%
2016 1.57%
    1-2015 NaN%
    2-2015 1.26%
    3-2015 0.46%
    4-2015 -0.27%
    5-2015 0.28%
    6-2015 -0.43%
    7-2015 -1.63%
    8-2015 0.52%
    9-2015 -2.08%
    10-2015 -0.56%
    11-2015 1.63%
    12-2015 -0.44%
2015 -2.63%
    1-2014 NaN%
    2-2014 0.01%
    3-2014 1.48%
    4-2014 -0.31%
    5-2014 0.59%
    6-2014 1.14%
    7-2014 0.28%
    8-2014 -0.79%
    9-2014 1.35%
    10-2014 -1.7%
    11-2014 0.87%
    12-2014 0.61%
2014 2.62%
    1-2013 NaN%
    2-2013 0.43%
    3-2013 0.28%
    4-2013 0.3%
    5-2013 1.2%
    6-2013 -1.5%
    7-2013 -2.22%
    8-2013 1.26%
    9-2013 -1.19%
    10-2013 1.8%
    11-2013 1.39%
    12-2013 -0.05%
2013 1.76%
    1-2012 NaN%
    2-2012 2.03%
    3-2012 0.97%
    4-2012 -0.44%
    5-2012 0.38%
    6-2012 -1.62%
    7-2012 1.04%
    8-2012 1.06%
    9-2012 0.52%
    10-2012 0.43%
    11-2012 -0.21%
    12-2012 0.32%
2012 4.19%
    1-2011 NaN%
    2-2011 0.22%
    3-2011 0.72%
    4-2011 -0.26%
    5-2011 1.81%
    6-2011 0.27%
    7-2011 -0.95%
    8-2011 0.51%
    9-2011 -0.91%
    10-2011 -2.08%
    11-2011 2.64%
    12-2011 -0.8%
2011 0.58%
