    1-2021 NaN%
    2-2021 -0.66%
    3-2021 0.11%
    4-2021 -0.03%
    5-2021 2.07%
    6-2021 0.77%
    7-2021 0.57%
2021 3.59%
    1-2020 NaN%
    2-2020 0.46%
    3-2020 -2.07%
    4-2020 -6.57%
    5-2020 5.16%
    6-2020 2.25%
    7-2020 1.43%
    8-2020 2.77%
    9-2020 1.58%
    10-2020 -1.35%
    11-2020 -1.34%
    12-2020 5.61%
2020 8.61%
    1-2019 NaN%
    2-2019 3.71%
    3-2019 0.87%
    4-2019 1.29%
    5-2019 1.24%
    6-2019 -1.43%
    7-2019 2.8%
    8-2019 -0.09%
    9-2019 0.67%
    10-2019 0.19%
    11-2019 1.11%
    12-2019 0.82%
2019 12.66%
    1-2018 NaN%
    2-2018 1.4%
    3-2018 -2.5%
    4-2018 -0.42%
    5-2018 -0.39%
    6-2018 0.41%
    7-2018 -0.69%
    8-2018 1.06%
    9-2018 0.42%
    10-2018 -0.56%
    11-2018 -3.73%
    12-2018 0.84%
2018 -6.44%
    1-2017 NaN%
    2-2017 1.23%
    3-2017 1.32%
    4-2017 0.26%
    5-2017 0.99%
    6-2017 1.08%
    7-2017 -0.13%
    8-2017 1.17%
    9-2017 0.55%
    10-2017 0.21%
    11-2017 0.77%
    12-2017 0.55%
2017 9.14%
    1-2016 NaN%
    2-2016 -1.53%
    3-2016 -0.18%
    4-2016 3.32%
    5-2016 0.69%
    6-2016 0.04%
    7-2016 0.58%
    8-2016 1.95%
    9-2016 -0.02%
    10-2016 -0.06%
    11-2016 -1.39%
    12-2016 -1.24%
2016 2.46%
    1-2015 NaN%
    2-2015 0.75%
    3-2015 1.49%
    4-2015 -0.55%
    5-2015 0.77%
    6-2015 -0.3%
    7-2015 -1.88%
    8-2015 0.5%
    9-2015 -2.99%
    10-2015 -1.23%
    11-2015 2.71%
    12-2015 -0.43%
2015 -2.94%
    1-2014 NaN%
    2-2014 -0.78%
    3-2014 2.2%
    4-2014 -0.27%
    5-2014 0.61%
    6-2014 1.32%
    7-2014 0.5%
    8-2014 -0.99%
    9-2014 1.6%
    10-2014 -2.17%
    11-2014 0.94%
    12-2014 0.7%
2014 2.43%
    1-2013 NaN%
    2-2013 1.23%
    3-2013 0.23%
    4-2013 0.64%
    5-2013 1.48%
    6-2013 -1.26%
    7-2013 -2.45%
    8-2013 2.01%
    9-2013 -1.4%
    10-2013 2.43%
    11-2013 1.88%
    12-2013 0.25%
2013 5.69%
    1-2012 NaN%
    2-2012 2.86%
    3-2012 1.71%
    4-2012 -0.16%
    5-2012 0.06%
    6-2012 -3.02%
    7-2012 1.76%
    8-2012 1%
    9-2012 0.94%
    10-2012 0.75%
    11-2012 -0.29%
    12-2012 0.52%
2012 6.21%
    1-2011 NaN%
    2-2011 0.47%
    3-2011 1.21%
    4-2011 -0.25%
    5-2011 2.27%
    6-2011 -0.19%
    7-2011 -1.13%
    8-2011 0.03%
    9-2011 -2.17%
    10-2011 -3.72%
    11-2011 4.28%
    12-2011 -0.96%
2011 -1.33%
