    1-2021 NaN%
    2-2021 -0.74%
    3-2021 -0.3%
    4-2021 -0.37%
    5-2021 1.82%
    6-2021 0.52%
    7-2021 0.69%
2021 2.42%
    1-2020 NaN%
    2-2020 0.92%
    3-2020 -1.22%
    4-2020 -5.06%
    5-2020 4.4%
    6-2020 1.79%
    7-2020 1.14%
    8-2020 2.47%
    9-2020 0.98%
    10-2020 -1.08%
    11-2020 -1.2%
    12-2020 4.42%
2020 8.05%
    1-2019 NaN%
    2-2019 3%
    3-2019 0.64%
    4-2019 1.41%
    5-2019 0.92%
    6-2019 -0.7%
    7-2019 2.39%
    8-2019 0.03%
    9-2019 1.15%
    10-2019 -0.08%
    11-2019 0.79%
    12-2019 0.63%
2019 11.25%
    1-2018 NaN%
    2-2018 0.71%
    3-2018 -2.14%
    4-2018 -0.27%
    5-2018 -0.57%
    6-2018 0.55%
    7-2018 -0.47%
    8-2018 0.77%
    9-2018 0.56%
    10-2018 -0.62%
    11-2018 -3.01%
    12-2018 0.73%
2018 -5.23%
    1-2017 NaN%
    2-2017 0.88%
    3-2017 1.17%
    4-2017 0.04%
    5-2017 0.85%
    6-2017 0.87%
    7-2017 -0.11%
    8-2017 0.88%
    9-2017 0.56%
    10-2017 -0%
    11-2017 0.56%
    12-2017 0.38%
2017 6.94%
    1-2016 NaN%
    2-2016 -0.84%
    3-2016 0.05%
    4-2016 2.64%
    5-2016 0.51%
    6-2016 0.07%
    7-2016 0.93%
    8-2016 1.56%
    9-2016 -0.12%
    10-2016 -0.15%
    11-2016 -1.3%
    12-2016 -1.44%
2016 2.13%
    1-2015 NaN%
    2-2015 1.01%
    3-2015 0.81%
    4-2015 -0.36%
    5-2015 0.3%
    6-2015 -0.31%
    7-2015 -1.67%
    8-2015 0.59%
    9-2015 -2.34%
    10-2015 -0.75%
    11-2015 2.04%
    12-2015 -0.38%
2015 -2.58%
    1-2014 NaN%
    2-2014 -0.2%
    3-2014 1.7%
    4-2014 -0.28%
    5-2014 0.56%
    6-2014 1.2%
    7-2014 0.4%
    8-2014 -0.87%
    9-2014 1.53%
    10-2014 -1.77%
    11-2014 0.98%
    12-2014 0.72%
2014 3.09%
    1-2013 NaN%
    2-2013 0.76%
    3-2013 0.34%
    4-2013 0.5%
    5-2013 1.24%
    6-2013 -1.26%
    7-2013 -2.2%
    8-2013 1.53%
    9-2013 -1.3%
    10-2013 1.91%
    11-2013 1.58%
    12-2013 0.14%
2013 3.65%
    1-2012 NaN%
    2-2012 2.24%
    3-2012 1.19%
    4-2012 -0.25%
    5-2012 0.31%
    6-2012 -1.94%
    7-2012 1.2%
    8-2012 1.06%
    9-2012 0.65%
    10-2012 0.54%
    11-2012 -0.31%
    12-2012 0.35%
2012 4.84%
    1-2011 NaN%
    2-2011 0.35%
    3-2011 0.91%
    4-2011 -0.24%
    5-2011 1.9%
    6-2011 0.17%
    7-2011 -1.03%
    8-2011 0.33%
    9-2011 -1.26%
    10-2011 -2.51%
    11-2011 3.23%
    12-2011 -0.78%
2011 0.43%
