    1-2021 NaN%
    2-2021 -0.3%
    3-2021 2.7%
    4-2021 2.43%
    5-2021 4.25%
    6-2021 1.19%
    7-2021 1.16%
2021 12.64%
    1-2020 NaN%
    2-2020 -0.9%
    3-2020 -7.27%
    4-2020 -14.12%
    5-2020 11.18%
    6-2020 4.97%
    7-2020 2.31%
    8-2020 4.99%
    9-2020 5.94%
    10-2020 -3.35%
    11-2020 -2.11%
    12-2020 11.86%
2020 15.29%
    1-2019 NaN%
    2-2019 7.94%
    3-2019 2.8%
    4-2019 0.8%
    5-2019 3.42%
    6-2019 -5.77%
    7-2019 5.75%
    8-2019 0.41%
    9-2019 -1.88%
    10-2019 1.39%
    11-2019 2.38%
    12-2019 2.82%
2019 24.19%
    1-2018 NaN%
    2-2018 5.06%
    3-2018 -3.99%
    4-2018 -1.82%
    5-2018 0.43%
    6-2018 1.35%
    7-2018 -0.74%
    8-2018 2.94%
    9-2018 1.68%
    10-2018 -0.31%
    11-2018 -7.34%
    12-2018 1.75%
2018 -9.56%
    1-2017 NaN%
    2-2017 2.41%
    3-2017 2.91%
    4-2017 0.45%
    5-2017 1.36%
    6-2017 1.55%
    7-2017 0.15%
    8-2017 2.23%
    9-2017 0.32%
    10-2017 1.66%
    11-2017 1.99%
    12-2017 2.23%
2017 19.48%
    1-2016 NaN%
    2-2016 -5.31%
    3-2016 -0.64%
    4-2016 6.63%
    5-2016 1.08%
    6-2016 0.88%
    7-2016 -0.65%
    8-2016 3.91%
    9-2016 0.36%
    10-2016 0%
    11-2016 -2.02%
    12-2016 2.2%
2016 7.39%
    1-2015 NaN%
    2-2015 -1.68%
    3-2015 5.33%
    4-2015 -1.49%
    5-2015 1.7%
    6-2015 0.62%
    7-2015 -2.53%
    8-2015 0.89%
    9-2015 -6.09%
    10-2015 -3.51%
    11-2015 7.01%
    12-2015 -0.02%
2015 -3.08%
    1-2014 NaN%
    2-2014 -3.35%
    3-2014 4.71%
    4-2014 -0.05%
    5-2014 0.45%
    6-2014 2.03%
    7-2014 1.6%
    8-2014 -1.79%
    9-2014 3.13%
    10-2014 -3.32%
    11-2014 1.79%
    12-2014 1.55%
2014 5.09%
    1-2013 NaN%
    2-2013 4.57%
    3-2013 0.53%
    4-2013 2.44%
    5-2013 2.18%
    6-2013 0.62%
    7-2013 -2.66%
    8-2013 4.94%
    9-2013 -2.38%
    10-2013 4.06%
    11-2013 3.85%
    12-2013 1.91%
2013 23.72%
    1-2012 NaN%
    2-2012 5.5%
    3-2012 4.28%
    4-2012 1.49%
    5-2012 -0.89%
    6-2012 -7.25%
    7-2012 3.96%
    8-2012 0.87%
    9-2012 2.44%
    10-2012 1.93%
    11-2012 -1.01%
    12-2012 1.01%
2012 13.47%
    1-2011 NaN%
    2-2011 1.65%
    3-2011 3.18%
    4-2011 -0.11%
    5-2011 3.53%
    6-2011 -1.54%
    7-2011 -1.92%
    8-2011 -1.86%
    9-2011 -6.35%
    10-2011 -8.94%
    11-2011 10.56%
    12-2011 -1.03%
2011 -5.26%
