    1-2021 NaN%
    2-2021 -0.82%
    3-2021 -0.7%
    4-2021 -0.68%
    5-2021 1.63%
    6-2021 0.21%
    7-2021 0.88%
2021 1.39%
    1-2020 NaN%
    2-2020 1.44%
    3-2020 -0.4%
    4-2020 -3.51%
    5-2020 3.75%
    6-2020 1.34%
    7-2020 0.82%
    8-2020 2.2%
    9-2020 0.43%
    10-2020 -0.83%
    11-2020 -1.05%
    12-2020 3.22%
2020 7.7%
    1-2019 NaN%
    2-2019 2.31%
    3-2019 0.44%
    4-2019 1.54%
    5-2019 0.62%
    6-2019 0.01%
    7-2019 2.02%
    8-2019 0.22%
    9-2019 1.64%
    10-2019 -0.38%
    11-2019 0.45%
    12-2019 0.49%
2019 10.05%
    1-2018 NaN%
    2-2018 0.03%
    3-2018 -1.75%
    4-2018 -0.14%
    5-2018 -0.75%
    6-2018 0.78%
    7-2018 -0.17%
    8-2018 0.5%
    9-2018 0.81%
    10-2018 -0.67%
    11-2018 -2.27%
    12-2018 0.63%
2018 -3.82%
    1-2017 NaN%
    2-2017 0.5%
    3-2017 1.07%
    4-2017 -0.24%
    5-2017 0.68%
    6-2017 0.62%
    7-2017 -0.08%
    8-2017 0.55%
    9-2017 0.56%
    10-2017 -0.2%
    11-2017 0.36%
    12-2017 0.27%
2017 4.64%
    1-2016 NaN%
    2-2016 -0.15%
    3-2016 0.32%
    4-2016 1.93%
    5-2016 0.31%
    6-2016 0.15%
    7-2016 1.32%
    8-2016 1.16%
    9-2016 -0.22%
    10-2016 -0.26%
    11-2016 -1.23%
    12-2016 -1.5%
2016 1.98%
    1-2015 NaN%
    2-2015 1.2%
    3-2015 0.14%
    4-2015 -0.16%
    5-2015 -0.26%
    6-2015 -0.28%
    7-2015 -1.41%
    8-2015 0.73%
    9-2015 -1.67%
    10-2015 -0.26%
    11-2015 1.39%
    12-2015 -0.3%
2015 -2.11%
    1-2014 NaN%
    2-2014 0.41%
    3-2014 1.19%
    4-2014 -0.29%
    5-2014 0.49%
    6-2014 1.1%
    7-2014 0.32%
    8-2014 -0.76%
    9-2014 1.52%
    10-2014 -1.3%
    11-2014 1.08%
    12-2014 0.8%
2014 4.1%
    1-2013 NaN%
    2-2013 0.34%
    3-2013 0.5%
    4-2013 0.41%
    5-2013 0.96%
    6-2013 -1.15%
    7-2013 -1.88%
    8-2013 1.07%
    9-2013 -1.21%
    10-2013 1.31%
    11-2013 1.28%
    12-2013 0.07%
2013 1.99%
    1-2012 NaN%
    2-2012 1.57%
    3-2012 0.65%
    4-2012 -0.27%
    5-2012 0.58%
    6-2012 -0.76%
    7-2012 0.59%
    8-2012 1.13%
    9-2012 0.36%
    10-2012 0.34%
    11-2012 -0.38%
    12-2012 0.17%
2012 3.45%
    1-2011 NaN%
    2-2011 0.26%
    3-2011 0.63%
    4-2011 -0.23%
    5-2011 1.48%
    6-2011 0.56%
    7-2011 -0.95%
    8-2011 0.62%
    9-2011 -0.29%
    10-2011 -1.22%
    11-2011 2.21%
    12-2011 -0.54%
2011 2.52%
