    1-2021 NaN%
    2-2021 -0.6%
    3-2021 0.59%
    4-2021 0.44%
    5-2021 2.5%
    6-2021 0.81%
    7-2021 0.73%
2021 5.35%
    1-2020 NaN%
    2-2020 0.26%
    3-2020 -3.04%
    4-2020 -7.91%
    5-2020 6.33%
    6-2020 2.76%
    7-2020 1.56%
    8-2020 3.2%
    9-2020 2.42%
    10-2020 -1.74%
    11-2020 -1.48%
    12-2020 6.73%
2020 9.98%
    1-2019 NaN%
    2-2019 4.49%
    3-2019 1.25%
    4-2019 1.21%
    5-2019 1.65%
    6-2019 -2.24%
    7-2019 3.36%
    8-2019 0.05%
    9-2019 0.21%
    10-2019 0.4%
    11-2019 1.32%
    12-2019 1.22%
2019 14.92%
    1-2018 NaN%
    2-2018 2.06%
    3-2018 -2.75%
    4-2018 -0.7%
    5-2018 -0.25%
    6-2018 0.66%
    7-2018 -0.65%
    8-2018 1.41%
    9-2018 0.74%
    10-2018 -0.52%
    11-2018 -4.37%
    12-2018 1.02%
2018 -6.85%
    1-2017 NaN%
    2-2017 1.41%
    3-2017 1.64%
    4-2017 0.25%
    5-2017 1.04%
    6-2017 1.13%
    7-2017 -0.06%
    8-2017 1.34%
    9-2017 0.5%
    10-2017 0.49%
    11-2017 0.99%
    12-2017 0.89%
2017 10.94%
    1-2016 NaN%
    2-2016 -2.21%
    3-2016 -0.23%
    4-2016 3.9%
    5-2016 0.73%
    6-2016 0.24%
    7-2016 0.39%
    8-2016 2.3%
    9-2016 0.04%
    10-2016 -0.07%
    11-2016 -1.51%
    12-2016 -0.51%
2016 3.49%
    1-2015 NaN%
    2-2015 0.27%
    3-2015 2.2%
    4-2015 -0.71%
    5-2015 0.87%
    6-2015 -0.09%
    7-2015 -1.98%
    8-2015 0.61%
    9-2015 -3.53%
    10-2015 -1.63%
    11-2015 3.52%
    12-2015 -0.33%
2015 -2.88%
    1-2014 NaN%
    2-2014 -1.22%
    3-2014 2.65%
    4-2014 -0.23%
    5-2014 0.56%
    6-2014 1.45%
    7-2014 0.72%
    8-2014 -1.14%
    9-2014 1.93%
    10-2014 -2.33%
    11-2014 1.14%
    12-2014 0.9%
2014 3.19%
    1-2013 NaN%
    2-2013 1.87%
    3-2013 0.33%
    4-2013 1.01%
    5-2013 1.58%
    6-2013 -0.84%
    7-2013 -2.44%
    8-2013 2.56%
    9-2013 -1.6%
    10-2013 2.68%
    11-2013 2.25%
    12-2013 0.6%
2013 9.26%
    1-2012 NaN%
    2-2012 3.31%
    3-2012 2.17%
    4-2012 0.19%
    5-2012 -0.1%
    6-2012 -3.72%
    7-2012 2.12%
    8-2012 0.98%
    9-2012 1.21%
    10-2012 0.96%
    11-2012 -0.45%
    12-2012 0.59%
2012 7.52%
    1-2011 NaN%
    2-2011 0.71%
    3-2011 1.58%
    4-2011 -0.21%
    5-2011 2.46%
    6-2011 -0.41%
    7-2011 -1.28%
    8-2011 -0.33%
    9-2011 -2.89%
    10-2011 -4.6%
    11-2011 5.44%
    12-2011 -0.93%
2011 -1.79%
