    1-2021 NaN%
    2-2021 -0.59%
    3-2021 0.96%
    4-2021 0.92%
    5-2021 3.06%
    6-2021 0.43%
    7-2021 1.32%
2021 7.29%
    1-2020 NaN%
    2-2020 0.64%
    3-2020 -3.73%
    4-2020 -8.28%
    5-2020 7.68%
    6-2020 3.08%
    7-2020 1.35%
    8-2020 3.64%
    9-2020 3.25%
    10-2020 -2.13%
    11-2020 -1.53%
    12-2020 7.18%
2020 12.15%
    1-2019 NaN%
    2-2019 5.02%
    3-2019 1.7%
    4-2019 1.24%
    5-2019 2.04%
    6-2019 -2.77%
    7-2019 3.93%
    8-2019 0.61%
    9-2019 0.03%
    10-2019 0.37%
    11-2019 1.23%
    12-2019 1.81%
2019 17.59%
    1-2018 NaN%
    2-2018 2.35%
    3-2018 -2.67%
    4-2018 -1.05%
    5-2018 -0.24%
    6-2018 1.46%
    7-2018 -0.14%
    8-2018 1.71%
    9-2018 1.72%
    10-2018 -0.51%
    11-2018 -4.56%
    12-2018 1.23%
2018 -5.62%
    1-2017 NaN%
    2-2017 1.21%
    3-2017 2.13%
    4-2017 -0.17%
    5-2017 0.89%
    6-2017 0.88%
    7-2017 0.12%
    8-2017 1.2%
    9-2017 0.41%
    10-2017 0.74%
    11-2017 1.14%
    12-2017 1.38%
2017 11.13%
    1-2016 NaN%
    2-2016 -2.56%
    3-2016 0.07%
    4-2016 4%
    5-2016 0.53%
    6-2016 0.74%
    7-2016 0.57%
    8-2016 2.4%
    9-2016 0.01%
    10-2016 -0.24%
    11-2016 -1.64%
    12-2016 0.81%
2016 5.29%
    1-2015 NaN%
    2-2015 -0.41%
    3-2015 2.59%
    4-2015 -0.75%
    5-2015 0.24%
    6-2015 0.35%
    7-2015 -1.79%
    8-2015 1.02%
    9-2015 -3.62%
    10-2015 -1.69%
    11-2015 4.15%
    12-2015 -0%
2015 -2.1%
    1-2014 NaN%
    2-2014 -1.2%
    3-2014 2.78%
    4-2014 -0.14%
    5-2014 0.36%
    6-2014 1.56%
    7-2014 1.05%
    8-2014 -1.27%
    9-2014 2.54%
    10-2014 -1.98%
    11-2014 1.68%
    12-2014 1.39%
2014 6.13%
    1-2013 NaN%
    2-2013 2.5%
    3-2013 0.73%
    4-2013 1.61%
    5-2013 1.36%
    6-2013 0.15%
    7-2013 -1.95%
    8-2013 2.95%
    9-2013 -1.86%
    10-2013 2.28%
    11-2013 2.55%
    12-2013 1.18%
2013 13.83%
    1-2012 NaN%
    2-2012 3.2%
    3-2012 2.27%
    4-2012 0.85%
    5-2012 0%
    6-2012 -3.37%
    7-2012 1.94%
    8-2012 1.06%
    9-2012 1.31%
    10-2012 1.09%
    11-2012 -0.88%
    12-2012 0.47%
2012 8.06%
    1-2011 NaN%
    2-2011 1.04%
    3-2011 1.9%
    4-2011 -0.14%
    5-2011 2.24%
    6-2011 -0.27%
    7-2011 -1.46%
    8-2011 -0.6%
    9-2011 -2.9%
    10-2011 -4.46%
    11-2011 6.23%
    12-2011 -0.54%
2011 0.33%
