    1-2021 NaN%
    2-2021 -0.84%
    3-2021 -0.98%
    4-2021 -0.98%
    5-2021 1.32%
    6-2021 0.3%
    7-2021 0.65%
2021 0.22%
    1-2020 NaN%
    2-2020 1.41%
    3-2020 0.15%
    4-2020 -2.92%
    5-2020 2.95%
    6-2020 1.07%
    7-2020 0.83%
    8-2020 1.92%
    9-2020 -0.11%
    10-2020 -0.58%
    11-2020 -0.99%
    12-2020 2.69%
2020 6.6%
    1-2019 NaN%
    2-2019 1.88%
    3-2019 0.18%
    4-2019 1.56%
    5-2019 0.36%
    6-2019 0.45%
    7-2019 1.66%
    8-2019 0.01%
    9-2019 1.86%
    10-2019 -0.44%
    11-2019 0.4%
    12-2019 0.18%
2019 8.5%
    1-2018 NaN%
    2-2018 -0.29%
    3-2018 -1.68%
    4-2018 0.06%
    5-2018 -0.81%
    6-2018 0.47%
    7-2018 -0.33%
    8-2018 0.29%
    9-2018 0.42%
    10-2018 -0.69%
    11-2018 -1.99%
    12-2018 0.51%
2018 -4.01%
    1-2017 NaN%
    2-2017 0.49%
    3-2017 0.82%
    4-2017 -0.12%
    5-2017 0.7%
    6-2017 0.67%
    7-2017 -0.15%
    8-2017 0.53%
    9-2017 0.6%
    10-2017 -0.37%
    11-2017 0.23%
    12-2017 0.01%
2017 3.94%
    1-2016 NaN%
    2-2016 0.19%
    3-2016 0.26%
    4-2016 1.69%
    5-2016 0.35%
    6-2016 -0.06%
    7-2016 1.34%
    8-2016 1%
    9-2016 -0.24%
    10-2016 -0.21%
    11-2016 -1.15%
    12-2016 -2.13%
2016 1.11%
    1-2015 NaN%
    2-2015 1.56%
    3-2015 -0.22%
    4-2015 -0.09%
    5-2015 -0.12%
    6-2015 -0.48%
    7-2015 -1.43%
    8-2015 0.58%
    9-2015 -1.45%
    10-2015 -0.1%
    11-2015 0.93%
    12-2015 -0.42%
2015 -2.35%
    1-2014 NaN%
    2-2014 0.56%
    3-2014 0.99%
    4-2014 -0.33%
    5-2014 0.56%
    6-2014 1.02%
    7-2014 0.15%
    8-2014 -0.67%
    9-2014 1.23%
    10-2014 -1.34%
    11-2014 0.86%
    12-2014 0.59%
2014 3.01%
    1-2013 NaN%
    2-2013 -0.07%
    3-2013 0.35%
    4-2013 0.11%
    5-2013 0.98%
    6-2013 -1.58%
    7-2013 -2.02%
    8-2013 0.77%
    9-2013 -1.07%
    10-2013 1.33%
    11-2013 1.07%
    12-2013 -0.21%
2013 -0.57%
    1-2012 NaN%
    2-2012 1.44%
    3-2012 0.46%
    4-2012 -0.58%
    5-2012 0.61%
    6-2012 -0.61%
    7-2012 0.51%
    8-2012 1.11%
    9-2012 0.24%
    10-2012 0.23%
    11-2012 -0.2%
    12-2012 0.18%
2012 2.83%
    1-2011 NaN%
    2-2011 0.08%
    3-2011 0.41%
    4-2011 -0.26%
    5-2011 1.47%
    6-2011 0.6%
    7-2011 -0.84%
    8-2011 0.82%
    9-2011 -0.03%
    10-2011 -0.93%
    11-2011 1.57%
    12-2011 -0.66%
2011 2.1%
